week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,5.705,2.393,4.1846,2020-12-31
2,5.813,2.557,4.098,2021-01-07
3,5.619,2.561,4.0107,2021-01-14
4,6.162,2.814,4.2235,2021-01-21
5,5.882,2.325,4.1192,2021-01-28
6,5.487,2.131,3.8935,2021-02-04
7,5.477,2.18,3.9057,2021-02-11
8,5.271,2.0,3.7357,2021-02-18
9,5.444,1.571,3.8147,2021-02-25
10,5.557,2.15,3.714,2021-03-04
11,5.649,1.954,3.845,2021-03-11
12,5.128,2.073,3.5661,2021-03-18
13,5.522,1.648,3.5866,2021-03-25
14,5.228,1.733,3.579,2021-04-01
15,5.308,1.777,3.5676,2021-04-08
16,5.249,1.606,3.4566,2021-04-15
17,5.069,1.518,3.6065,2021-04-22
18,5.878,2.299,3.6732,2021-04-29
19,5.139,1.747,3.5247,2021-05-06
20,5.142,2.19,3.6277,2021-05-13
21,5.645,1.38,3.4746,2021-05-20
22,5.287,1.744,3.5581,2021-05-27
23,5.253,1.727,3.6751,2021-06-03
24,7.011,1.959,3.942,2021-06-10
25,5.728,2.66,4.1844,2021-06-17
26,5.721,2.459,4.068,2021-06-24
27,5.878,2.626,4.1606,2021-07-01
28,6.571,3.185,4.6557,2021-07-08
29,7.243,3.701,5.0619,2021-07-15
30,6.823,3.654,4.8394,2021-07-22
31,7.249,3.075,4.8614,2021-07-29
32,7.368,2.671,4.7011,2021-08-05
33,7.361,3.401,5.3259,2021-08-12
34,6.989,3.168,4.6279,2021-08-19
35,7.617,3.428,4.9549,2021-08-26
36,7.237,3.28,4.8978,2021-09-02
37,7.819,3.458,5.1441,2021-09-09
38,7.396,2.159,4.5209,2021-09-16
39,6.589,3.026,4.5028,2021-09-23
40,6.619,3.139,4.5425,2021-09-30
41,5.495,2.148,4.0305,2021-10-07
42,5.527,2.449,3.9611,2021-10-14
43,5.605,2.376,3.9367,2021-10-21
44,5.622,2.556,4.0357,2021-10-28
45,5.751,2.01,3.9382,2021-11-04
46,6.272,2.751,4.1199,2021-11-11
47,5.559,2.662,4.0065,2021-11-18
48,5.812,2.522,3.9273,2021-11-25
49,7.217,2.605,4.326,2021-12-02
50,6.415,2.252,4.4759,2021-12-09
51,5.905,2.156,4.3329,2021-12-16
52,6.058,2.676,4.3797,2021-12-23
53,5.889,2.253,4.173,2021-12-30
54,5.762,2.6,4.1651,2022-01-06
55,5.712,2.892,4.128,2022-01-13
56,5.474,2.219,4.0011,2022-01-20
57,5.833,2.323,4.1704,2022-01-27
58,5.538,2.122,3.9574,2022-02-03
59,5.658,2.594,3.9946,2022-02-10
60,5.774,2.012,3.963,2022-02-17
61,5.592,2.01,3.8108,2022-02-24
62,5.408,2.083,3.8018,2022-03-03
63,5.306,2.018,3.6798,2022-03-10
64,5.972,1.75,3.7022,2022-03-17
65,5.623,1.36,3.6469,2022-03-24
66,5.356,2.206,3.7908,2022-03-31
67,6.664,1.97,3.8785,2022-04-07
68,5.159,1.413,3.463,2022-04-14
69,5.398,1.477,3.4404,2022-04-21
70,5.297,1.585,3.4431,2022-04-28
71,5.143,1.991,3.4855,2022-05-05
72,5.545,1.949,3.6627,2022-05-12
73,5.229,1.689,3.7531,2022-05-19
74,5.091,1.311,3.5513,2022-05-26
75,5.659,1.638,3.7782,2022-06-02
76,5.632,2.291,3.9896,2022-06-09
77,6.276,1.576,3.9979,2022-06-16
78,6.915,2.652,4.7195,2022-06-23
79,6.651,2.091,4.2772,2022-06-30
80,5.994,2.526,4.2988,2022-07-07
81,6.729,3.121,4.6802,2022-07-14
82,6.303,2.856,4.6419,2022-07-21
83,7.353,3.622,5.0536,2022-07-28
