week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,4.788,2.016,3.4573,2020-12-31
2,4.739,2.185,3.3932,2021-01-07
3,4.552,2.167,3.3327,2021-01-14
4,4.928,2.24,3.4828,2021-01-21
5,4.596,1.953,3.3886,2021-01-28
6,4.665,1.818,3.2126,2021-02-04
7,4.5,1.751,3.2374,2021-02-11
8,4.503,1.61,3.0985,2021-02-18
9,4.682,1.341,3.1498,2021-02-25
10,4.526,1.822,3.0819,2021-03-04
11,4.627,1.641,3.1723,2021-03-11
12,4.263,1.716,2.9561,2021-03-18
13,4.546,1.339,2.9794,2021-03-25
14,4.494,1.39,2.9673,2021-04-01
15,4.288,1.372,2.9353,2021-04-08
16,4.412,1.281,2.8766,2021-04-15
17,4.226,1.226,2.9825,2021-04-22
18,4.823,1.903,3.0254,2021-04-29
19,4.261,1.355,2.9144,2021-05-06
20,4.437,1.771,2.9907,2021-05-13
21,4.564,1.211,2.8861,2021-05-20
22,4.364,1.366,2.9391,2021-05-27
23,4.47,1.363,3.0382,2021-06-03
24,5.689,1.676,3.2709,2021-06-10
25,4.754,2.189,3.4703,2021-06-17
26,4.693,2.105,3.3839,2021-06-24
27,4.824,2.108,3.4545,2021-07-01
28,5.377,2.784,3.859,2021-07-08
29,5.849,2.969,4.1736,2021-07-15
30,5.614,3.016,4.0303,2021-07-22
31,5.863,2.626,4.0245,2021-07-29
32,6.211,2.142,3.9003,2021-08-05
33,6.268,2.86,4.3908,2021-08-12
34,5.737,2.611,3.8222,2021-08-19
35,6.213,2.763,4.0831,2021-08-26
36,5.889,2.75,4.0476,2021-09-02
37,6.403,2.787,4.2615,2021-09-09
38,6.174,1.921,3.7519,2021-09-16
39,5.724,2.568,3.7315,2021-09-23
40,5.22,2.607,3.753,2021-09-30
41,4.775,1.895,3.3359,2021-10-07
42,4.624,2.086,3.2822,2021-10-14
43,4.618,1.863,3.2527,2021-10-21
44,4.731,1.974,3.3393,2021-10-28
45,4.567,1.658,3.2545,2021-11-04
46,5.059,2.279,3.4196,2021-11-11
47,4.56,2.139,3.3152,2021-11-18
48,4.628,2.12,3.2523,2021-11-25
49,6.345,2.161,3.5764,2021-12-02
50,5.243,1.833,3.7124,2021-12-09
51,5.134,1.8,3.6089,2021-12-16
52,4.861,2.183,3.6471,2021-12-23
53,4.822,1.794,3.4453,2021-12-30
54,4.764,2.094,3.4529,2022-01-06
55,4.596,2.389,3.4417,2022-01-13
56,4.597,1.865,3.3204,2022-01-20
57,4.949,1.871,3.4498,2022-01-27
58,4.52,1.729,3.2842,2022-02-03
59,4.604,2.153,3.2963,2022-02-10
60,4.748,1.765,3.2833,2022-02-17
61,4.566,1.616,3.1424,2022-02-24
62,4.668,1.677,3.1383,2022-03-03
63,4.409,1.621,3.0251,2022-03-10
64,4.943,1.598,3.0623,2022-03-17
65,4.477,1.141,3.0187,2022-03-24
66,4.54,1.839,3.1525,2022-03-31
67,5.396,1.643,3.1919,2022-04-07
68,4.241,1.17,2.8671,2022-04-14
69,4.873,1.228,2.8527,2022-04-21
70,4.279,1.37,2.8549,2022-04-28
71,4.336,1.557,2.8776,2022-05-05
72,4.994,1.631,3.031,2022-05-12
73,4.253,1.469,3.1004,2022-05-19
74,4.387,1.08,2.9433,2022-05-26
75,4.619,1.396,3.1251,2022-06-02
76,4.681,1.85,3.3101,2022-06-09
77,5.195,1.295,3.2899,2022-06-16
78,5.515,2.295,3.9149,2022-06-23
79,5.486,1.77,3.5283,2022-06-30
80,5.045,2.055,3.5628,2022-07-07
81,5.784,2.638,3.8888,2022-07-14
82,5.22,2.371,3.8312,2022-07-21
83,5.799,2.986,4.1632,2022-07-28
84,6.805,2.821,4.4926,2022-08-04
85,6.792,3.419,4.7264,2022-08-11
86,6.193,2.812,4.2756,2022-08-18
87,6.954,2.739,4.4595,2022-08-25
88,7.665,4.05,5.6332,2022-09-01
89,7.29,3.301,4.9525,2022-09-08
90,5.128,2.06,3.6935,2022-09-15
91,6.737,2.97,4.337,2022-09-22
92,5.538,2.115,3.89,2022-09-29
93,5.302,2.735,3.9091,2022-10-06
94,6.171,2.793,3.8313,2022-10-13
95,5.494,1.803,3.5347,2022-10-20
96,4.814,2.108,3.3634,2022-10-27
97,4.745,1.865,3.3938,2022-11-03
98,4.663,1.923,3.3514,2022-11-10
99,4.653,2.119,3.3789,2022-11-17
100,4.727,1.774,3.2832,2022-11-24
101,4.956,1.962,3.5444,2022-12-01
