week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,4.312,2.019,3.1841,2020-12-31
2,4.162,2.02,3.1375,2021-01-07
3,4.141,2.174,3.0819,2021-01-14
4,4.525,2.313,3.2235,2021-01-21
5,4.238,1.962,3.1295,2021-01-28
6,4.209,1.719,2.9581,2021-02-04
7,4.079,1.736,2.992,2021-02-11
8,3.869,1.617,2.8477,2021-02-18
9,4.415,1.303,2.9056,2021-02-25
10,4.076,1.816,2.8391,2021-03-04
11,4.127,1.635,2.9451,2021-03-11
12,3.836,1.661,2.7223,2021-03-18
13,4.067,1.39,2.7454,2021-03-25
14,3.889,1.374,2.7228,2021-04-01
15,3.927,1.486,2.7203,2021-04-08
16,3.987,1.318,2.64,2021-04-15
17,3.74,1.178,2.7429,2021-04-22
18,4.309,1.842,2.7973,2021-04-29
19,3.826,1.344,2.6869,2021-05-06
20,3.753,1.725,2.771,2021-05-13
21,3.954,1.128,2.6443,2021-05-20
22,3.904,1.38,2.7174,2021-05-27
23,3.905,1.379,2.7963,2021-06-03
24,5.388,1.563,3.0116,2021-06-10
25,4.271,2.159,3.1985,2021-06-17
26,4.195,2.06,3.1322,2021-06-24
27,4.332,2.156,3.1781,2021-07-01
28,4.959,2.623,3.5741,2021-07-08
29,5.583,2.902,3.8569,2021-07-15
30,5.086,2.881,3.7162,2021-07-22
31,5.499,2.481,3.7222,2021-07-29
32,5.461,2.062,3.6009,2021-08-05
33,5.58,2.839,4.0832,2021-08-12
34,5.204,2.479,3.5321,2021-08-19
35,5.542,2.854,3.8001,2021-08-26
36,5.454,2.844,3.7492,2021-09-02
37,5.719,2.804,3.9367,2021-09-09
38,5.693,1.818,3.4575,2021-09-16
39,5.275,2.599,3.4598,2021-09-23
40,4.698,2.432,3.4741,2021-09-30
41,4.133,1.839,3.0778,2021-10-07
42,4.087,1.963,3.0326,2021-10-14
43,3.992,1.942,3.0079,2021-10-21
44,4.248,2.052,3.0854,2021-10-28
45,4.092,1.744,3.0036,2021-11-04
46,4.632,2.188,3.1441,2021-11-11
47,4.109,2.004,3.0731,2021-11-18
48,4.172,2.054,3.014,2021-11-25
49,5.702,2.173,3.3118,2021-12-02
50,4.576,1.783,3.4263,2021-12-09
51,4.633,1.867,3.3363,2021-12-16
52,4.472,2.149,3.366,2021-12-23
53,4.473,1.719,3.1912,2021-12-30
54,4.333,2.05,3.1838,2022-01-06
55,4.149,2.314,3.1719,2022-01-13
56,4.242,1.818,3.0879,2022-01-20
57,4.318,1.835,3.1882,2022-01-27
58,4.102,1.765,3.0161,2022-02-03
59,4.141,2.064,3.058,2022-02-10
60,4.193,1.754,3.0132,2022-02-17
61,4.028,1.668,2.9136,2022-02-24
62,3.993,1.777,2.874,2022-03-03
63,3.98,1.652,2.7837,2022-03-10
64,4.444,1.524,2.8309,2022-03-17
65,4.041,1.167,2.7809,2022-03-24
66,4.105,1.786,2.9083,2022-03-31
67,5.014,1.581,2.9509,2022-04-07
68,3.85,1.132,2.6311,2022-04-14
69,4.066,1.206,2.6236,2022-04-21
70,3.843,1.314,2.6271,2022-04-28
71,3.798,1.581,2.6592,2022-05-05
72,4.248,1.604,2.797,2022-05-12
73,4.053,1.335,2.8762,2022-05-19
74,3.913,1.071,2.701,2022-05-26
75,3.932,1.374,2.8797,2022-06-02
76,4.239,1.841,3.0507,2022-06-09
77,4.662,1.333,3.0423,2022-06-16
78,5.007,2.151,3.6111,2022-06-23
79,4.662,1.627,3.2681,2022-06-30
80,4.27,1.961,3.2802,2022-07-07
81,5.166,2.5,3.582,2022-07-14
82,4.776,2.369,3.5606,2022-07-21
83,5.216,2.911,3.866,2022-07-28
84,6.127,2.872,4.1651,2022-08-04
85,5.901,3.356,4.3823,2022-08-11
86,5.387,2.787,3.9656,2022-08-18
87,6.301,2.706,4.1206,2022-08-25
88,6.807,3.57,5.1987,2022-09-01
89,6.624,3.204,4.5849,2022-09-08
90,4.538,1.939,3.4129,2022-09-15
91,5.929,2.851,4.0103,2022-09-22
92,4.958,2.169,3.5876,2022-09-29
93,4.595,2.566,3.62,2022-10-06
94,5.529,2.695,3.5354,2022-10-13
95,4.694,1.881,3.2824,2022-10-20
96,4.194,2.003,3.1214,2022-10-27
97,4.279,1.853,3.145,2022-11-03
98,4.186,1.839,3.0929,2022-11-10
99,4.162,2.089,3.1304,2022-11-17
100,4.187,1.727,3.0313,2022-11-24
101,4.397,2.041,3.2624,2022-12-01
102,4.707,1.831,3.4559,2022-12-08
103,4.456,2.281,3.4603,2022-12-15
104,4.203,1.918,3.2198,2022-12-22
105,4.333,2.574,3.3687,2022-12-29
106,4.563,1.697,3.3237,2023-01-05
107,4.342,2.235,3.4087,2023-01-12
108,4.462,1.878,3.2601,2023-01-19
109,4.411,2.191,3.2698,2023-01-26
110,4.257,1.584,3.0996,2023-02-02
111,4.243,1.533,3.0612,2023-02-09
112,4.232,1.678,3.106,2023-02-16
113,4.472,1.622,3.3409,2023-02-23
114,4.202,1.68,3.0347,2023-03-02
115,4.177,1.617,3.1222,2023-03-09
116,4.51,1.351,3.0172,2023-03-16
117,4.037,1.364,2.8847,2023-03-23
118,4.014,0.926,2.7768,2023-03-30
119,3.887,0.905,2.6707,2023-04-06
120,3.926,1.131,2.8473,2023-04-13
121,3.804,1.065,2.6978,2023-04-20
122,3.741,1.092,2.6959,2023-04-27
123,3.679,0.746,2.6045,2023-05-04
124,3.952,1.167,2.7721,2023-05-11
125,3.96,1.03,2.9647,2023-05-18
126,4.441,1.331,2.7636,2023-05-25
127,4.221,0.642,2.756,2023-06-01
128,4.095,1.593,2.8913,2023-06-08
129,4.188,1.602,2.897,2023-06-15
130,3.946,0.951,2.683,2023-06-22
131,4.12,1.451,2.8686,2023-06-29
132,4.897,1.217,3.0245,2023-07-06
133,5.295,2.329,3.7339,2023-07-13
134,5.601,2.469,3.8242,2023-07-20
135,5.455,2.924,3.9833,2023-07-27
136,4.996,2.293,3.672,2023-08-03
137,5.25,2.253,3.7553,2023-08-10
138,4.964,2.593,3.693,2023-08-17
139,6.059,2.046,3.8625,2023-08-24
140,4.903,1.76,3.6437,2023-08-31
141,5.8,2.568,4.0197,2023-09-07
142,4.521,2.12,3.411,2023-09-14
143,4.481,1.422,3.2565,2023-09-21
144,4.5,1.687,3.1154,2023-09-28
145,5.051,2.239,3.4536,2023-10-05
146,4.778,1.44,3.1769,2023-10-12
147,4.59,1.384,3.3067,2023-10-19
148,4.242,1.43,3.0428,2023-10-26
149,4.255,1.84,3.0999,2023-11-02
150,4.383,1.614,3.1045,2023-11-09
151,4.281,2.099,3.1526,2023-11-16
152,4.173,1.588,3.0481,2023-11-23
153,4.343,1.72,3.2546,2023-11-30
154,4.46,2.034,3.2881,2023-12-07
155,4.482,2.355,3.3261,2023-12-14
156,4.155,2.299,3.1925,2023-12-21
157,4.42,2.384,3.2038,2023-12-28
158,4.436,1.982,3.333,2024-01-04
159,4.363,2.089,3.2787,2024-01-11
160,4.962,2.499,3.3431,2024-01-18
161,4.098,1.82,3.0227,2024-01-25
162,4.619,1.73,3.3984,2024-02-01
163,4.236,1.733,3.1103,2024-02-08
164,4.068,1.439,3.0924,2024-02-15
165,4.188,1.774,3.0589,2024-02-22
166,4.027,1.992,3.0484,2024-02-29
167,4.083,1.244,2.8864,2024-03-07
168,3.902,1.181,2.8387,2024-03-14
169,3.713,1.567,2.8155,2024-03-21
170,4.187,1.447,2.8759,2024-03-28
171,4.124,1.271,2.756,2024-04-04
172,3.889,1.29,2.7447,2024-04-11
173,3.748,1.248,2.7871,2024-04-18
174,3.857,1.255,2.7565,2024-04-25
175,3.858,1.088,2.728,2024-05-02
176,3.732,1.257,2.7315,2024-05-09
177,3.876,0.842,2.7068,2024-05-16
178,3.851,0.921,2.6786,2024-05-23
179,3.712,1.112,2.7468,2024-05-30
180,3.917,1.431,2.8616,2024-06-06
181,4.002,0.972,2.7752,2024-06-13
182,4.912,1.828,3.4171,2024-06-20
183,4.561,1.653,3.2436,2024-06-27
184,4.898,2.231,3.4696,2024-07-04
185,4.643,2.294,3.4865,2024-07-11
186,5.637,2.729,3.8278,2024-07-18
187,5.653,2.074,3.7279,2024-07-25
188,5.787,2.759,4.0142,2024-08-01
189,5.927,2.528,3.9553,2024-08-08
190,6.061,2.34,3.9559,2024-08-15
191,5.245,2.025,3.6645,2024-08-22
192,5.972,2.278,3.7296,2024-08-29
193,7.242,3.089,4.9661,2024-09-05
194,4.204,2.285,3.356,2024-09-12
195,4.371,1.934,3.2515,2024-09-19
196,4.621,1.441,3.2051,2024-09-26
197,4.788,2.168,3.472,2024-10-03
198,4.414,1.858,3.3374,2024-10-10
199,4.715,1.79,3.2346,2024-10-17
200,4.493,2.178,3.2757,2024-10-24
201,4.281,2.018,3.1436,2024-10-31
202,4.112,1.859,3.0388,2024-11-08
203,4.108,2.008,3.2055,2024-11-15
204,4.065,2.207,3.1972,2024-11-22
205,4.214,1.902,3.2085,2024-11-29
206,4.293,2.03,3.3069,2024-12-06
207,4.432,2.317,3.3901,2024-12-13
208,4.42,2.065,3.3261,2024-12-20
209,4.235,2.389,3.3388,2024-12-27
210,4.445,2.252,3.3684,2025-01-03
211,4.243,1.805,3.2659,2025-01-10
212,4.384,1.828,3.2376,2025-01-17
213,4.454,2.157,3.359,2025-01-24
214,4.374,1.898,3.2435,2025-01-31
215,4.502,1.777,3.411,2025-02-07
216,4.073,1.63,3.0512,2025-02-14
217,4.179,1.872,2.9881,2025-02-21
218,4.203,2.041,3.131,2025-02-28
219,4.392,1.644,3.2034,2025-03-07
220,4.605,1.702,3.0148,2025-03-14
221,4.151,1.483,2.88,2025-03-21
222,4.234,1.628,2.9875,2025-03-28
223,4.003,1.246,2.7652,2025-04-04
224,4.032,1.423,2.9196,2025-04-11
225,3.858,1.38,2.7542,2025-04-18
226,3.794,1.518,2.7948,2025-04-25
227,4.288,1.738,3.0745,2025-05-02
228,4.546,1.504,2.9544,2025-05-09
229,4.177,2.039,3.0207,2025-05-16
230,4.157,1.564,2.9693,2025-05-23
231,4.488,2.423,3.3758,2025-05-30
232,4.339,1.817,3.127,2025-06-06
233,4.575,1.975,3.2453,2025-06-13
234,4.35,1.381,3.0301,2025-06-20
235,4.605,1.919,3.3011,2025-06-27
236,4.85,1.681,3.3772,2025-07-04
237,4.976,1.877,3.486,2025-07-11
238,5.079,2.052,3.5227,2025-07-18
239,4.445,1.668,3.3311,2025-07-25
240,5.482,2.047,3.6262,2025-08-01
241,4.957,2.735,3.7663,2025-08-08
242,5.577,2.114,3.7542,2025-08-15
243,5.729,3.409,4.4574,2025-08-22
244,6.278,3.17,4.5269,2025-08-29
245,5.419,3.04,4.0594,2025-09-05
246,6.174,2.697,4.0758,2025-09-12
247,5.421,3.22,4.113,2025-09-19
248,4.856,2.32,3.6747,2025-09-26
249,4.953,1.987,3.4696,2025-10-03
250,4.986,2.485,3.4943,2025-10-10
251,4.468,2.488,3.2989,2025-10-17
252,4.495,2.292,3.4237,2025-10-24
253,5.852,2.218,3.4355,2025-10-31
254,4.381,2.072,3.439,2025-11-07
255,4.846,2.61,3.4015,2025-11-14
256,4.692,2.257,3.3591,2025-11-21
257,4.543,2.263,3.2945,2025-11-28
258,4.665,2.142,3.4534,2025-12-05
259,4.535,2.615,3.5308,2025-12-12
260,4.854,2.726,3.5679,2025-12-19
261,4.523,2.643,3.5111,2025-12-26
262,5.694,2.806,3.5878,2026-01-02
263,5.014,2.763,3.5744,2026-01-09
264,5.059,2.746,3.5561,2026-01-16
265,5.306,2.705,3.445,2026-01-23
