week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,12.939,1.03,4.1341,2020-12-31
2,12.748,1.109,3.9008,2021-01-07
3,12.688,1.172,3.856,2021-01-14
4,12.798,1.232,3.9526,2021-01-21
5,12.686,1.015,3.8756,2021-01-28
6,12.635,0.924,3.7951,2021-02-04
7,12.576,0.934,3.7971,2021-02-11
8,12.723,0.833,3.7264,2021-02-18
9,12.446,0.712,3.7574,2021-02-25
10,12.663,0.928,3.7202,2021-03-04
11,12.868,0.901,3.8156,2021-03-11
12,12.471,0.895,3.6691,2021-03-18
13,12.545,0.764,3.6571,2021-03-25
14,12.991,0.761,3.635,2021-04-01
15,12.767,0.799,3.662,2021-04-08
16,12.9,0.703,3.5943,2021-04-15
17,12.612,0.63,3.6643,2021-04-22
18,12.996,0.95,3.7054,2021-04-29
19,12.935,0.744,3.6309,2021-05-06
20,12.794,0.989,3.6503,2021-05-13
21,12.903,0.601,3.6153,2021-05-20
22,12.64,0.757,3.644,2021-05-27
23,13.096,0.77,3.695,2021-06-03
24,13.667,0.839,3.8194,2021-06-10
25,13.151,1.167,3.9461,2021-06-17
26,12.803,1.122,3.8818,2021-06-24
27,13.252,1.172,3.9252,2021-07-01
28,13.071,1.388,4.125,2021-07-08
29,13.568,1.594,4.2728,2021-07-15
30,13.072,1.593,4.2152,2021-07-22
31,13.011,1.359,4.2107,2021-07-29
32,13.236,1.161,4.1483,2021-08-05
33,13.601,1.562,4.4347,2021-08-12
34,12.867,1.393,4.1044,2021-08-19
35,13.086,1.525,4.2431,2021-08-26
36,13.508,1.463,4.2579,2021-09-02
37,13.286,1.511,4.3378,2021-09-09
38,13.057,1.057,4.0971,2021-09-16
39,12.845,1.372,4.0739,2021-09-23
40,12.859,1.404,4.0695,2021-09-30
41,13.34,0.986,3.8819,2021-10-07
42,12.927,1.105,3.8286,2021-10-14
43,12.833,0.999,3.8157,2021-10-21
44,13.202,1.109,3.8797,2021-10-28
45,12.525,0.939,3.852,2021-11-04
46,12.577,1.21,3.8694,2021-11-11
47,12.855,1.063,3.8686,2021-11-18
48,13.011,1.104,3.8083,2021-11-25
49,12.845,1.172,3.978,2021-12-02
50,13.448,1.055,4.0406,2021-12-09
51,12.716,0.988,4.005,2021-12-16
52,13.158,1.159,4.0102,2021-12-23
53,12.797,0.949,3.9155,2021-12-30
54,13.285,1.185,3.9513,2022-01-06
55,12.709,1.269,3.9285,2022-01-13
56,12.465,0.979,3.861,2022-01-20
57,13.137,0.98,3.896,2022-01-27
58,13.106,0.965,3.8391,2022-02-03
59,12.618,1.113,3.8196,2022-02-10
60,12.82,0.888,3.843,2022-02-17
61,12.696,0.907,3.7571,2022-02-24
62,12.528,0.936,3.7342,2022-03-03
63,12.614,0.846,3.6972,2022-03-10
64,12.874,0.809,3.6776,2022-03-17
65,12.647,0.608,3.6808,2022-03-24
66,12.907,0.942,3.7671,2022-03-31
67,12.884,0.856,3.776,2022-04-07
68,13.072,0.613,3.6087,2022-04-14
69,12.654,0.624,3.6063,2022-04-21
70,12.59,0.703,3.5867,2022-04-28
71,12.393,0.851,3.6121,2022-05-05
72,13.001,0.836,3.7038,2022-05-12
73,12.607,0.714,3.7341,2022-05-19
74,12.531,0.572,3.634,2022-05-26
75,13.173,0.743,3.7549,2022-06-02
76,12.984,0.98,3.8693,2022-06-09
77,13.176,0.682,3.8251,2022-06-16
78,13.285,1.131,4.1601,2022-06-23
79,13.033,0.911,3.9705,2022-06-30
80,13.265,1.116,3.9729,2022-07-07
81,13.239,1.375,4.1465,2022-07-14
82,13.295,1.183,4.1072,2022-07-21
83,13.581,1.589,4.2946,2022-07-28
84,13.557,1.586,4.4541,2022-08-04
85,13.637,1.891,4.5849,2022-08-11
86,13.753,1.527,4.381,2022-08-18
87,13.969,1.415,4.4544,2022-08-25
88,14.639,2.072,5.0676,2022-09-01
89,13.991,1.656,4.7035,2022-09-08
90,13.68,1.075,4.0414,2022-09-15
91,13.552,1.533,4.3929,2022-09-22
92,13.036,1.152,4.1449,2022-09-29
93,13.154,1.451,4.1504,2022-10-06
94,12.978,1.458,4.1032,2022-10-13
95,13.281,0.973,3.9598,2022-10-20
96,13.181,1.112,3.8747,2022-10-27
97,12.808,0.971,3.9239,2022-11-03
98,12.772,0.998,3.8481,2022-11-10
99,13.035,1.142,3.8743,2022-11-17
100,13.097,1.005,3.8343,2022-11-24
101,13.403,1.082,3.9646,2022-12-01
102,13.718,0.993,4.0859,2022-12-08
103,12.9,1.201,4.0631,2022-12-15
104,12.873,1.1,3.9228,2022-12-22
105,13.113,1.372,4.0402,2022-12-29
106,13.427,0.912,4.0105,2023-01-05
