week_number,weekly_max_temperature,weekly_min_temperature,weekly_avg_temperature,weekly_max_irradiance,weekly_min_irradiance,weekly_avg_irradiance,weekly_max_cloud_cover,weekly_min_cloud_cover,weekly_avg_cloud_cover
1,17.2,7.2,12.59,831.0,0.0,197.65,100,0,42.13
2,15.2,6.6,11.15,818.0,0.0,200.91,100,1,57.01
3,16.0,6.4,11.36,891.0,0.0,249.8,100,0,24.86
4,22.8,8.3,13.49,936.0,0.0,251.48,100,0,23.05
5,25.5,9.5,15.39,961.0,0.0,271.55,100,0,40.56
6,18.4,11.8,15.23,946.0,0.0,267.93,100,0,60.21
7,26.6,11.6,15.28,994.0,0.0,264.08,100,0,52.67
8,17.4,12.7,14.75,969.0,0.0,214.3,100,0,74.48
9,22.2,10.4,16.1,1002.0,0.0,298.32,100,0,38.04
10,19.1,13.9,16.41,984.0,0.0,288.2,100,0,53.82
11,19.4,13.8,16.5,996.0,0.0,249.49,100,0,62.26
12,21.8,11.7,16.49,1013.0,0.0,308.1,100,0,39.13
13,21.7,13.4,16.88,1009.0,0.0,315.2,100,0,49.36
14,19.4,14.4,17.09,987.0,0.0,291.14,100,0,57.57
15,21.3,13.9,17.76,1022.0,0.0,342.12,100,0,30.71
16,24.8,16.2,19.41,983.0,0.0,321.64,100,0,39.27
17,22.2,16.4,19.28,994.0,0.0,308.99,100,0,32.53
18,21.6,17.5,19.65,993.0,0.0,298.71,100,0,43.88
19,23.4,17.2,20.56,992.0,0.0,320.24,100,0,15.51
20,24.5,18.7,21.49,955.0,0.0,316.08,100,0,20.95
21,24.5,19.1,21.42,953.0,0.0,264.12,100,0,66.2
22,23.8,17.0,20.79,972.0,0.0,311.98,100,0,28.98
23,22.8,16.9,19.96,970.0,0.0,309.19,100,0,26.21
24,25.4,19.1,22.02,936.0,0.0,281.32,100,0,22.14
25,24.1,18.2,21.37,913.0,0.0,227.82,100,0,49.26
26,25.7,17.6,21.34,930.0,0.0,280.99,100,0,23.05
27,26.5,17.4,21.28,909.0,0.0,253.92,100,0,42.03
28,26.0,17.9,22.04,884.0,0.0,259.59,100,0,21.55
29,22.0,15.2,19.24,892.0,0.0,254.1,100,0,32.82
30,26.4,17.5,20.68,841.0,0.0,216.33,100,0,42.35
31,27.6,15.4,21.09,845.0,0.0,214.51,100,0,45.88
32,21.9,13.8,18.31,783.0,0.0,161.35,100,0,53.52
33,26.8,11.0,17.29,746.0,0.0,190.12,100,0,10.56
34,20.0,11.3,16.03,679.0,0.0,147.35,100,0,50.65
35,24.1,11.1,16.94,654.0,0.0,157.18,100,0,41.4
36,19.8,11.4,15.49,641.0,0.0,155.98,100,0,43.06
37,28.6,11.9,19.14,635.0,0.0,163.31,100,0,13.72
38,28.5,11.2,16.65,619.0,0.0,141.61,100,0,69.18
39,25.6,10.1,16.43,625.0,0.0,152.35,100,0,11.17
40,19.7,9.2,14.13,585.0,0.0,133.11,100,0,38.61
41,17.9,7.2,13.01,571.0,0.0,95.36,100,0,54.26
42,17.4,5.8,11.26,580.0,0.0,120.79,100,0,40.29
43,16.2,8.1,12.45,523.0,0.0,78.84,100,1,88.73
44,15.1,5.4,11.32,584.0,0.0,105.53,100,0,47.2
45,21.4,5.1,12.29,584.0,0.0,134.43,100,0,44.78
46,21.8,10.4,15.54,596.0,0.0,108.11,100,0,80.61
47,19.4,8.1,13.59,630.0,0.0,148.62,100,0,17.2
