week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,4.021,1.726,2.9602,2020-12-31
2,4.064,1.794,2.8939,2021-01-07
3,3.942,1.799,2.8448,2021-01-14
4,4.383,1.845,2.9716,2021-01-21
5,3.943,1.662,2.8956,2021-01-28
6,3.965,1.541,2.7252,2021-02-04
7,3.974,1.527,2.7566,2021-02-11
8,3.817,1.387,2.6435,2021-02-18
9,4.064,1.134,2.682,2021-02-25
10,3.945,1.587,2.6323,2021-03-04
11,3.837,1.398,2.7228,2021-03-11
12,3.689,1.432,2.5205,2021-03-18
13,3.821,1.246,2.5377,2021-03-25
14,3.771,1.166,2.5279,2021-04-01
15,3.68,1.231,2.5132,2021-04-08
16,3.673,1.105,2.4467,2021-04-15
17,3.794,1.037,2.5494,2021-04-22
18,4.023,1.563,2.585,2021-04-29
19,3.619,1.17,2.494,2021-05-06
20,3.616,1.536,2.5605,2021-05-13
21,3.893,1.025,2.4626,2021-05-20
22,3.636,1.226,2.5256,2021-05-27
23,3.778,1.215,2.5812,2021-06-03
24,5.195,1.36,2.7958,2021-06-10
25,4.068,1.85,2.9517,2021-06-17
26,4.018,1.803,2.8913,2021-06-24
27,4.175,1.817,2.9385,2021-07-01
28,4.452,2.242,3.3041,2021-07-08
29,4.956,2.577,3.5762,2021-07-15
30,4.84,2.511,3.4208,2021-07-22
31,5.209,2.246,3.437,2021-07-29
32,5.368,1.908,3.314,2021-08-05
33,5.351,2.35,3.757,2021-08-12
34,5.004,2.178,3.2641,2021-08-19
35,5.439,2.512,3.5024,2021-08-26
36,5.132,2.239,3.4607,2021-09-02
37,5.42,2.463,3.6437,2021-09-09
38,5.337,1.626,3.2076,2021-09-16
39,4.817,2.259,3.1881,2021-09-23
40,4.485,2.227,3.1979,2021-09-30
41,3.95,1.605,2.8521,2021-10-07
42,3.886,1.637,2.7961,2021-10-14
43,3.838,1.663,2.7785,2021-10-21
44,3.998,1.746,2.8492,2021-10-28
45,3.999,1.526,2.7732,2021-11-04
46,4.568,1.94,2.911,2021-11-11
47,3.927,1.798,2.8419,2021-11-18
48,3.96,1.742,2.7779,2021-11-25
49,5.047,1.824,3.0409,2021-12-02
50,4.502,1.563,3.1622,2021-12-09
51,4.226,1.504,3.0715,2021-12-16
52,4.338,1.735,3.1047,2021-12-23
53,4.047,1.475,2.9554,2021-12-30
54,4.041,1.878,2.9434,2022-01-06
55,4.041,2.082,2.9407,2022-01-13
56,3.908,1.537,2.8428,2022-01-20
57,4.089,1.6,2.9263,2022-01-27
58,3.767,1.425,2.802,2022-02-03
59,3.951,1.772,2.81,2022-02-10
60,4.033,1.434,2.7882,2022-02-17
61,3.699,1.447,2.6796,2022-02-24
62,3.904,1.576,2.6816,2022-03-03
63,3.889,1.387,2.6055,2022-03-10
64,4.324,1.295,2.6232,2022-03-17
65,3.85,0.96,2.5719,2022-03-24
66,3.763,1.537,2.68,2022-03-31
67,4.731,1.454,2.722,2022-04-07
68,3.622,1.018,2.4431,2022-04-14
69,3.979,0.992,2.423,2022-04-21
70,3.588,1.157,2.4316,2022-04-28
71,3.715,1.362,2.4781,2022-05-05
72,3.853,1.357,2.5827,2022-05-12
73,3.735,1.184,2.6535,2022-05-19
74,3.588,0.869,2.4987,2022-05-26
75,3.989,1.211,2.6738,2022-06-02
76,3.907,1.597,2.8256,2022-06-09
77,4.42,1.107,2.8134,2022-06-16
78,4.769,1.801,3.3511,2022-06-23
79,4.559,1.496,3.0228,2022-06-30
80,4.134,1.754,3.026,2022-07-07
81,4.936,2.157,3.3201,2022-07-14
82,4.427,1.986,3.2695,2022-07-21
83,4.986,2.579,3.5696,2022-07-28
84,5.542,2.573,3.8357,2022-08-04
85,5.504,3.001,4.0443,2022-08-11
