week_number,weekly_max_temperature,weekly_min_temperature,weekly_avg_temperature,weekly_max_irradiance,weekly_min_irradiance,weekly_avg_irradiance,weekly_max_cloud_cover,weekly_min_cloud_cover,weekly_avg_cloud_cover
1,24.8,5.6,12.92,832.0,0.0,209.68,100,0,33.93
2,16.1,4.6,10.62,799.0,0.0,194.61,100,1,66.23
3,18.9,3.8,11.09,871.0,0.0,227.6,100,0,39.44
4,27.9,5.2,13.31,929.0,0.0,246.66,100,0,25.24
5,29.7,8.9,16.82,965.0,0.0,277.45,100,0,33.38
6,22.8,9.1,15.89,947.0,0.0,275.07,100,0,60.47
7,30.2,9.9,15.49,998.0,0.0,249.88,100,0,62.53
8,27.4,10.2,15.66,999.0,0.0,222.33,100,0,68.97
9,29.2,7.4,16.76,1006.0,0.0,281.08,100,0,44.23
10,23.6,11.9,17.39,997.0,0.0,297.78,100,0,53.54
11,21.9,11.4,16.93,1017.0,0.0,262.89,100,0,63.43
12,22.4,8.9,16.8,1012.0,0.0,285.11,100,0,51.26
13,28.5,10.4,17.84,1017.0,0.0,326.37,100,0,42.4
14,23.6,12.1,17.76,996.0,0.0,320.38,100,0,50.56
15,27.1,11.1,18.33,1024.0,0.0,320.2,100,0,39.59
16,32.3,13.9,21.34,1005.0,0.0,322.57,100,0,48.06
17,26.5,13.6,20.22,998.0,0.0,314.85,100,0,32.4
18,26.4,15.1,20.83,982.0,0.0,306.88,100,0,47.99
19,28.1,15.1,21.74,1003.0,0.0,324.37,100,0,21.29
20,27.6,17.0,22.29,958.0,0.0,317.02,100,0,21.19
21,29.2,17.8,22.82,958.0,0.0,293.35,100,0,59.64
22,28.8,16.3,22.34,971.0,0.0,290.44,100,0,46.25
23,30.8,15.6,21.94,977.0,0.0,314.54,100,0,30.31
24,31.8,15.6,23.61,946.0,0.0,284.14,100,0,23.74
25,28.8,17.9,22.44,914.0,0.0,230.32,100,0,51.45
26,32.3,14.6,22.83,934.0,0.0,287.99,100,0,31.58
27,33.8,14.8,22.63,913.0,0.0,259.29,100,0,46.84
28,32.5,17.2,24.24,879.0,0.0,259.43,100,0,29.95
29,28.8,12.9,20.36,899.0,0.0,259.54,100,0,35.49
30,33.8,13.4,22.34,862.0,0.0,233.44,100,0,35.49
31,34.5,13.8,22.55,849.0,0.0,218.53,100,0,46.91
32,29.2,11.6,19.47,785.0,0.0,158.04,100,0,63.67
33,31.6,8.9,18.14,769.0,0.0,197.74,100,0,8.88
34,23.5,8.6,15.85,704.0,0.0,164.93,100,0,46.0
35,30.0,9.8,17.86,670.0,0.0,157.12,100,0,37.21
36,24.5,9.6,16.21,655.0,0.0,152.91,100,0,50.67
37,33.0,9.6,20.36,641.0,0.0,165.58,100,0,17.26
38,31.5,8.6,16.66,640.0,0.0,147.19,100,0,66.7
39,29.8,9.6,18.31,632.0,0.0,154.35,100,0,14.33
40,25.0,7.8,15.36,595.0,0.0,139.65,100,0,32.09
41,19.3,4.2,12.27,578.0,0.0,109.01,100,0,45.61
42,19.0,2.7,10.56,582.0,0.0,109.95,100,0,44.12
43,18.2,2.2,11.86,584.0,0.0,86.33,100,0,85.67
44,16.5,4.2,10.46,584.0,0.0,91.07,100,0,60.64
45,20.3,2.3,11.41,590.0,0.0,141.93,100,0,31.66
46,25.4,9.6,16.81,599.0,0.0,109.46,100,0,82.08
47,21.8,6.7,14.09,625.0,0.0,138.31,100,0,27.68
48,22.5,5.9,13.48,673.0,0.0,154.63,100,0,35.01
49,22.6,3.7,12.42,704.0,0.0,170.77,100,0,23.66
50,30.5,7.8,19.49,750.0,0.0,198.45,100,0,6.92
51,24.2,4.8,13.3,763.0,0.0,193.07,100,0,26.18
52,21.5,1.4,10.73,803.0,0.0,182.45,100,0,46.89
53,26.0,4.9,14.41,822.0,0.0,214.79,100,0,37.55
54,23.6,5.4,13.23,866.0,0.0,239.34,100,0,16.18
55,26.9,6.9,15.65,880.0,0.0,249.3,100,0,39.1
56,30.5,7.9,17.44,911.0,0.0,267.05,100,0,43.95
57,19.0,9.5,14.57,893.0,0.0,176.47,100,2,75.14
58,35.0,10.1,19.78,956.0,0.0,285.25,100,0,30.78
59,21.0,6.9,15.01,980.0,0.0,284.61,100,0,29.84
60,29.0,8.2,15.92,991.0,0.0,299.07,100,0,38.8
61,30.5,10.3,17.42,999.0,0.0,298.45,100,0,47.19
62,24.4,9.9,17.34,994.0,0.0,289.17,100,0,55.2
63,30.9,8.8,17.99,1020.0,0.0,331.39,100,0,25.85
64,23.1,11.9,17.5,992.0,0.0,267.94,100,0,68.84
65,22.1,11.8,17.43,988.0,0.0,282.93,100,0,63.49
66,24.1,12.9,18.27,1011.0,0.0,315.14,100,0,52.66
67,26.1,13.9,20.22,993.0,0.0,331.68,100,0,36.04
