week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,18.628,2.169,7.6462,2020-12-31
2,18.23,2.17,7.8615,2021-01-07
3,18.325,2.206,7.7638,2021-01-14
4,18.225,2.469,7.9283,2021-01-21
5,19.124,2.108,7.8013,2021-01-28
6,18.494,1.847,7.6122,2021-02-04
7,18.264,1.865,7.7139,2021-02-11
8,18.585,1.737,7.5173,2021-02-18
9,18.18,1.4,7.5709,2021-02-25
10,18.981,1.951,7.5302,2021-03-04
11,18.531,1.591,7.5542,2021-03-11
12,18.12,1.785,7.3707,2021-03-18
13,18.432,1.494,7.4127,2021-03-25
14,18.717,1.476,7.4133,2021-04-01
15,18.517,1.597,7.4148,2021-04-08
16,18.071,1.416,7.3146,2021-04-15
17,18.542,1.266,7.4152,2021-04-22
18,18.576,1.955,7.5009,2021-04-29
19,18.54,1.444,7.3782,2021-05-06
20,18.508,1.853,7.4657,2021-05-13
21,18.272,1.212,7.2782,2021-05-20
22,18.349,1.483,7.4096,2021-05-27
23,18.767,1.482,7.4593,2021-06-03
24,19.683,1.679,7.6902,2021-06-10
25,18.723,2.32,7.8688,2021-06-17
26,18.801,2.213,7.7901,2021-06-24
27,18.687,2.306,7.8472,2021-07-01
28,19.015,2.53,8.2346,2021-07-08
29,19.782,2.647,8.5152,2021-07-15
30,19.426,2.619,8.3892,2021-07-22
31,18.832,2.341,8.3855,2021-07-29
32,20.61,2.215,8.2768,2021-08-05
33,19.48,2.648,8.715,2021-08-12
34,18.847,2.585,8.1735,2021-08-19
35,19.733,2.617,8.4355,2021-08-26
36,19.034,2.6,8.4198,2021-09-02
37,19.187,2.761,8.5843,2021-09-09
38,19.619,1.953,8.1199,2021-09-16
39,18.441,2.57,8.1406,2021-09-23
40,19.247,2.458,8.1428,2021-09-30
41,18.406,1.976,7.7756,2021-10-07
42,18.3,2.109,7.7082,2021-10-14
43,18.168,2.086,7.6927,2021-10-21
44,18.637,2.204,7.7608,2021-10-28
45,18.37,1.874,7.7576,2021-11-04
46,18.321,2.206,7.8037,2021-11-11
47,18.112,2.153,7.7562,2021-11-18
48,18.219,2.207,7.6799,2021-11-25
49,18.897,2.322,7.9976,2021-12-02
50,18.407,1.916,8.0815,2021-12-09
51,18.569,2.006,7.9966,2021-12-16
52,18.224,2.309,8.025,2021-12-23
53,18.43,1.847,7.7806,2021-12-30
54,18.353,2.202,7.8641,2022-01-06
55,18.041,2.288,7.8352,2022-01-13
56,18.323,1.953,7.7858,2022-01-20
57,18.148,1.971,7.8746,2022-01-27
58,18.776,1.897,7.6609,2022-02-03
59,18.593,2.218,7.7451,2022-02-10
60,18.938,1.885,7.6417,2022-02-17
61,18.436,1.792,7.5737,2022-02-24
62,18.568,1.909,7.5089,2022-03-03
63,19.037,1.769,7.4133,2022-03-10
64,18.889,1.637,7.5135,2022-03-17
65,18.16,1.254,7.4482,2022-03-24
66,19.152,1.919,7.6179,2022-03-31
