week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,4.081,1.768,3.0103,2020-12-31
2,4.083,1.844,2.9642,2021-01-07
3,3.949,1.865,2.9117,2021-01-14
4,4.43,1.988,3.0572,2021-01-21
5,3.95,1.596,2.9554,2021-01-28
6,4.086,1.524,2.8056,2021-02-04
7,3.894,1.567,2.8293,2021-02-11
8,3.985,1.345,2.7136,2021-02-18
9,4.132,1.158,2.7618,2021-02-25
10,3.902,1.533,2.6853,2021-03-04
11,4.219,1.469,2.7737,2021-03-11
12,3.706,1.44,2.5849,2021-03-18
13,4.015,1.213,2.5886,2021-03-25
14,3.915,1.244,2.5848,2021-04-01
15,3.944,1.334,2.5736,2021-04-08
16,3.806,1.141,2.5097,2021-04-15
17,3.733,1.053,2.6044,2021-04-22
18,4.075,1.575,2.6494,2021-04-29
19,3.769,1.185,2.5478,2021-05-06
20,3.766,1.52,2.6164,2021-05-13
21,3.745,1.026,2.5096,2021-05-20
22,3.729,1.207,2.5567,2021-05-27
23,3.904,1.297,2.65,2021-06-03
24,5.413,1.376,2.8612,2021-06-10
25,4.23,1.835,3.0433,2021-06-17
26,4.061,1.84,2.9462,2021-06-24
27,4.103,1.905,3.0165,2021-07-01
28,4.777,2.243,3.3723,2021-07-08
29,5.289,2.608,3.6476,2021-07-15
30,4.841,2.563,3.506,2021-07-22
31,5.314,2.277,3.5122,2021-07-29
32,5.206,1.852,3.3919,2021-08-05
33,5.463,2.563,3.841,2021-08-12
34,4.961,2.245,3.3436,2021-08-19
35,5.523,2.411,3.574,2021-08-26
36,5.206,2.425,3.5459,2021-09-02
37,5.508,2.34,3.7087,2021-09-09
38,5.456,1.596,3.2696,2021-09-16
39,4.941,2.311,3.2657,2021-09-23
40,4.589,2.295,3.2832,2021-09-30
41,4.022,1.577,2.8997,2021-10-07
42,3.918,1.769,2.8623,2021-10-14
43,4.182,1.739,2.852,2021-10-21
44,4.191,1.693,2.9135,2021-10-28
45,4.019,1.414,2.8366,2021-11-04
46,4.472,1.999,2.978,2021-11-11
47,4.136,1.762,2.8921,2021-11-18
48,4.394,1.864,2.8517,2021-11-25
49,5.245,1.95,3.1147,2021-12-02
50,4.456,1.625,3.2306,2021-12-09
51,4.462,1.615,3.1514,2021-12-16
52,4.286,1.86,3.1886,2021-12-23
53,4.202,1.608,3.0138,2021-12-30
54,4.134,1.796,3.0094,2022-01-06
55,4.005,2.129,3.0075,2022-01-13
56,3.837,1.552,2.8987,2022-01-20
57,4.068,1.557,3.0064,2022-01-27
58,4.047,1.554,2.8655,2022-02-03
59,4.172,1.927,2.8871,2022-02-10
60,4.099,1.539,2.8551,2022-02-17
61,3.866,1.45,2.758,2022-02-24
62,3.975,1.565,2.7345,2022-03-03
63,3.867,1.411,2.6461,2022-03-10
64,4.156,1.395,2.6871,2022-03-17
65,3.977,0.938,2.6241,2022-03-24
66,4.018,1.449,2.7493,2022-03-31
67,4.77,1.449,2.8028,2022-04-07
68,3.807,1.023,2.4998,2022-04-14
69,3.964,1.007,2.487,2022-04-21
70,3.739,1.173,2.4852,2022-04-28
71,3.812,1.371,2.5313,2022-05-05
72,4.064,1.445,2.648,2022-05-12
73,3.795,1.229,2.725,2022-05-19
74,3.686,0.951,2.5575,2022-05-26
75,4.003,1.245,2.7375,2022-06-02
76,4.206,1.548,2.8932,2022-06-09
77,4.638,1.188,2.8923,2022-06-16
78,5.083,1.91,3.4104,2022-06-23
79,4.627,1.529,3.0918,2022-06-30
80,4.46,1.809,3.0972,2022-07-07
81,5.321,2.206,3.3968,2022-07-14
82,4.694,2.006,3.3523,2022-07-21
83,5.155,2.604,3.6358,2022-07-28
84,5.864,2.581,3.9449,2022-08-04
85,5.73,2.944,4.1411,2022-08-11
86,5.353,2.4,3.7237,2022-08-18
87,6.005,2.371,3.8905,2022-08-25
88,6.654,3.535,4.9304,2022-09-01
89,6.269,2.921,4.3362,2022-09-08
90,4.602,1.702,3.2315,2022-09-15
91,5.713,2.481,3.7701,2022-09-22
92,4.721,1.939,3.3938,2022-09-29
93,4.564,2.405,3.4067,2022-10-06
94,5.109,2.441,3.3483,2022-10-13
95,4.505,1.696,3.0747,2022-10-20
96,4.169,1.767,2.9613,2022-10-27
97,4.122,1.61,2.9701,2022-11-03
98,4.021,1.567,2.9282,2022-11-10
99,3.987,1.883,2.9558,2022-11-17
100,4.246,1.571,2.8694,2022-11-24
101,4.465,1.629,3.1013,2022-12-01
102,4.503,1.659,3.2662,2022-12-08
103,4.44,1.864,3.2755,2022-12-15
104,4.121,1.748,3.0522,2022-12-22
105,4.173,2.274,3.1735,2022-12-29
106,4.348,1.593,3.1407,2023-01-05
107,4.262,2.105,3.2271,2023-01-12
108,4.157,1.613,3.0811,2023-01-19
109,4.295,1.946,3.0878,2023-01-26
110,4.036,1.473,2.928,2023-02-02
111,4.344,1.387,2.9102,2023-02-09
112,4.165,1.527,2.9403,2023-02-16
113,4.344,1.353,3.1478,2023-02-23
114,4.064,1.49,2.8799,2023-03-02
115,3.998,1.575,2.9658,2023-03-09
116,4.028,1.135,2.8624,2023-03-16
117,3.841,1.253,2.7325,2023-03-23
118,3.856,0.814,2.6327,2023-03-30
119,3.62,0.782,2.54,2023-04-06
120,3.764,1.132,2.6916,2023-04-13
121,3.742,0.923,2.5487,2023-04-20
122,3.697,0.937,2.557,2023-04-27
123,3.69,0.675,2.4647,2023-05-04
124,3.907,0.974,2.6278,2023-05-11
125,3.753,0.871,2.7922,2023-05-18
126,4.495,1.101,2.6054,2023-05-25
127,4.268,0.579,2.6117,2023-06-01
128,3.749,1.416,2.7294,2023-06-08
129,3.964,1.445,2.7499,2023-06-15
130,3.969,0.833,2.5275,2023-06-22
131,3.902,1.272,2.7324,2023-06-29
132,4.808,1.098,2.8793,2023-07-06
133,5.035,1.989,3.5414,2023-07-13
134,5.614,2.185,3.6057,2023-07-20
135,5.171,2.56,3.7699,2023-07-27
136,4.915,2.004,3.4821,2023-08-03
137,5.433,1.879,3.5632,2023-08-10
138,5.108,2.195,3.4942,2023-08-17
139,5.984,1.85,3.6669,2023-08-24
