week_number,weekly_max_temperature,weekly_min_temperature,weekly_avg_temperature,weekly_max_irradiance,weekly_min_irradiance,weekly_avg_irradiance,weekly_max_cloud_cover,weekly_min_cloud_cover,weekly_avg_cloud_cover
1,24.4,8.1,13.95,841.0,0.0,213.3,100,0,32.3
2,15.8,6.4,11.86,786.0,0.0,195.67,100,1,58.89
3,17.6,6.3,12.09,900.0,0.0,225.15,100,0,36.45
4,26.5,8.0,13.94,943.0,0.0,245.75,100,0,29.23
5,29.1,10.4,17.0,965.0,0.0,280.15,100,0,30.54
6,21.5,11.1,15.76,966.0,0.0,277.17,100,0,62.29
7,28.1,11.4,15.69,978.0,0.0,263.27,100,0,56.79
8,24.5,12.2,15.56,1008.0,0.0,227.47,100,0,68.9
9,25.1,9.6,16.18,1005.0,0.0,270.71,100,0,45.87
10,20.7,12.9,16.54,1003.0,0.0,306.71,100,0,44.0
11,20.1,12.7,16.49,989.0,0.0,255.27,100,0,60.08
12,20.1,10.8,16.49,1023.0,0.0,286.11,100,0,53.36
13,24.0,11.8,17.09,1027.0,0.0,321.06,100,0,45.05
14,21.0,13.4,17.51,1009.0,0.0,321.36,100,0,39.84
15,22.8,12.9,17.86,1038.0,0.0,311.68,100,0,42.47
16,26.4,15.7,19.87,1006.0,0.0,321.62,100,0,39.32
17,22.9,15.5,19.5,1012.0,0.0,297.2,100,0,46.52
18,23.2,16.5,19.9,977.0,0.0,302.79,100,0,44.32
19,24.8,16.9,20.49,1000.0,0.0,321.07,100,0,21.21
20,25.4,17.3,21.49,954.0,0.0,311.97,100,0,24.1
21,26.0,18.6,21.83,963.0,0.0,279.06,100,0,56.36
22,25.6,16.6,21.55,975.0,0.0,296.21,100,0,35.11
23,25.5,16.4,20.36,979.0,0.0,310.22,100,0,23.49
24,27.2,16.9,22.29,942.0,0.0,287.44,100,0,20.11
25,26.4,18.5,21.51,915.0,0.0,189.43,100,0,65.01
26,27.2,16.5,21.83,934.0,0.0,280.32,100,0,30.35
27,26.5,18.4,21.51,912.0,0.0,256.27,100,0,45.63
28,28.4,18.7,22.53,878.0,0.0,257.35,100,0,20.38
29,24.9,15.6,19.68,902.0,0.0,257.56,100,0,29.41
30,27.5,14.7,20.64,870.0,0.0,225.73,100,0,35.98
31,28.9,15.4,21.04,856.0,0.0,218.79,100,0,47.81
32,27.4,12.8,19.21,796.0,0.0,160.32,100,0,63.46
33,28.5,10.0,17.57,760.0,0.0,196.29,100,0,8.68
34,21.1,10.0,16.29,710.0,0.0,166.9,100,0,45.82
35,27.2,11.9,18.04,676.0,0.0,161.63,100,0,36.08
36,21.3,12.1,16.64,655.0,0.0,160.46,100,0,42.52
37,30.0,10.2,19.4,651.0,0.0,168.85,100,0,16.78
38,26.0,10.9,16.47,656.0,0.0,148.79,100,0,66.37
39,28.1,8.4,17.5,631.0,0.0,146.25,100,0,24.9
40,21.4,9.7,15.24,605.0,0.0,134.82,100,0,35.26
41,18.9,6.4,13.54,589.0,0.0,110.53,100,0,46.86
42,17.1,5.3,11.7,598.0,0.0,110.46,100,0,41.35
43,18.4,5.0,12.94,573.0,0.0,99.42,100,0,87.41
44,16.7,6.5,11.99,594.0,0.0,92.85,100,0,60.66
45,17.5,4.1,11.81,598.0,0.0,143.49,100,0,33.72
46,21.4,9.9,15.79,605.0,0.0,109.21,100,0,90.08
47,20.1,7.8,14.15,633.0,0.0,151.71,100,0,25.84
48,20.8,7.2,13.31,677.0,0.0,164.4,100,0,31.32
49,21.8,4.6,12.59,716.0,0.0,168.92,100,0,23.92
50,30.1,9.1,18.4,762.0,0.0,202.08,85,0,2.86
51,22.5,6.2,13.21,777.0,0.0,190.33,100,0,31.64
52,19.5,3.0,11.31,814.0,0.0,183.91,100,0,51.81
53,23.3,8.4,14.42,833.0,0.0,206.29,100,0,41.82
54,21.1,6.1,13.08,876.0,0.0,239.99,100,0,13.3
55,23.6,9.3,15.62,886.0,0.0,247.8,100,0,37.33
56,28.1,9.9,16.69,905.0,0.0,264.84,100,0,42.96
57,18.5,11.1,14.9,890.0,0.0,171.6,100,0,77.45
58,34.3,11.4,18.98,971.0,0.0,285.9,100,0,33.08
59,19.1,8.7,15.28,982.0,0.0,287.94,100,0,41.14
60,26.1,10.0,15.91,998.0,0.0,303.14,100,0,32.06
61,27.0,11.8,16.49,1011.0,0.0,297.9,100,0,44.82
62,20.9,11.0,16.61,1005.0,0.0,285.69,100,0,46.6
63,24.9,10.2,16.94,1028.0,0.0,335.0,100,0,26.51
64,20.5,13.6,16.84,989.0,0.0,269.51,100,0,64.25
65,20.4,13.1,16.93,982.0,0.0,282.42,100,0,56.38
66,21.8,13.8,17.74,1008.0,0.0,314.84,100,0,46.04
67,22.8,14.1,19.14,994.0,0.0,319.34,100,0,37.18
68,23.6,13.3,18.72,1017.0,0.0,330.76,100,0,30.73
69,27.2,15.7,20.93,1024.0,0.0,336.79,100,0,11.49
70,25.3,15.8,20.71,1005.0,0.0,327.0,100,0,33.35
71,24.4,16.3,20.49,994.0,0.0,311.8,100,0,46.63
72,23.8,17.2,20.28,974.0,0.0,309.43,100,0,38.36
73,25.2,17.2,20.98,961.0,0.0,303.56,100,0,42.98
74,24.0,18.0,21.12,956.0,0.0,282.79,100,0,64.77
75,26.3,19.4,22.89,956.0,0.0,298.12,100,0,42.79
76,28.0,19.5,23.51,939.0,0.0,301.45,100,0,27.4
77,26.1,19.2,22.54,932.0,0.0,282.45,100,0,23.76
78,25.5,19.2,22.38,903.0,0.0,269.54,100,0,37.0
79,32.2,19.2,24.81,905.0,0.0,257.58,100,0,26.95
80,33.7,20.6,25.73,887.0,0.0,189.49,100,0,59.03
81,24.6,16.2,20.86,841.0,0.0,204.96,100,0,57.31
82,26.9,16.2,21.7,859.0,0.0,245.6,100,0,22.62
83,26.3,14.9,21.04,808.0,0.0,216.74,100,0,39.95
84,24.4,16.5,20.6,739.0,0.0,179.23,100,0,40.12
85,23.8,17.3,20.16,668.0,0.0,129.61,100,0,74.22
