week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,4.918,1.972,3.5337,2020-12-31
2,4.629,2.147,3.4558,2021-01-07
3,4.709,2.218,3.3913,2021-01-14
4,5.136,2.367,3.5608,2021-01-21
5,4.65,1.871,3.4541,2021-01-28
6,4.792,1.816,3.2846,2021-02-04
7,4.594,1.88,3.3009,2021-02-11
8,4.669,1.623,3.1612,2021-02-18
9,4.798,1.384,3.2177,2021-02-25
10,4.703,1.787,3.1461,2021-03-04
11,4.673,1.616,3.2533,2021-03-11
12,4.335,1.702,3.0169,2021-03-18
13,4.743,1.449,3.0384,2021-03-25
14,4.485,1.427,3.0262,2021-04-01
15,4.357,1.576,3.0075,2021-04-08
16,4.59,1.316,2.9349,2021-04-15
17,4.46,1.258,3.0375,2021-04-22
18,5.031,1.878,3.0997,2021-04-29
19,4.355,1.44,2.9718,2021-05-06
20,4.238,1.707,3.051,2021-05-13
21,4.466,1.175,2.9379,2021-05-20
22,4.559,1.432,3.0098,2021-05-27
23,4.487,1.478,3.102,2021-06-03
24,6.071,1.661,3.3427,2021-06-10
25,5.138,2.231,3.5667,2021-06-17
26,4.887,2.099,3.4474,2021-06-24
27,5.034,2.232,3.5402,2021-07-01
28,5.54,2.734,3.9298,2021-07-08
29,6.019,3.074,4.2686,2021-07-15
30,5.713,3.005,4.0888,2021-07-22
31,6.306,2.611,4.0991,2021-07-29
32,6.126,2.209,3.9814,2021-08-05
33,6.421,2.915,4.4962,2021-08-12
34,5.896,2.521,3.8898,2021-08-19
35,6.41,2.801,4.1861,2021-08-26
36,6.145,2.82,4.1585,2021-09-02
37,6.518,2.851,4.3397,2021-09-09
38,6.403,1.889,3.8361,2021-09-16
39,5.589,2.631,3.8072,2021-09-23
40,5.426,2.577,3.8406,2021-09-30
41,4.606,1.843,3.4096,2021-10-07
42,4.772,2.071,3.3677,2021-10-14
43,4.578,2.003,3.3067,2021-10-21
44,5.191,2.035,3.4093,2021-10-28
45,4.686,1.687,3.3413,2021-11-04
46,5.234,2.323,3.4751,2021-11-11
47,4.692,2.103,3.3816,2021-11-18
48,4.859,2.155,3.3236,2021-11-25
49,6.14,2.247,3.6592,2021-12-02
50,5.401,2.022,3.7749,2021-12-09
51,5.012,1.829,3.6714,2021-12-16
52,5.012,2.254,3.7127,2021-12-23
53,5.045,1.81,3.5318,2021-12-30
54,4.824,2.181,3.5212,2022-01-06
55,4.974,2.442,3.5188,2022-01-13
56,4.647,1.905,3.3958,2022-01-20
57,4.704,2.018,3.5143,2022-01-27
58,4.699,1.874,3.3551,2022-02-03
59,4.696,2.184,3.3754,2022-02-10
60,4.737,1.859,3.3242,2022-02-17
61,4.443,1.756,3.2194,2022-02-24
62,4.561,1.735,3.1973,2022-03-03
63,4.548,1.644,3.0915,2022-03-10
64,5.361,1.592,3.1386,2022-03-17
65,4.543,1.211,3.0946,2022-03-24
66,4.688,1.747,3.2158,2022-03-31
67,5.57,1.683,3.2676,2022-04-07
68,4.48,1.199,2.9243,2022-04-14
69,4.411,1.278,2.9086,2022-04-21
70,4.33,1.433,2.8989,2022-04-28
71,4.413,1.623,2.9642,2022-05-05
72,4.722,1.643,3.0866,2022-05-12
73,4.472,1.408,3.1684,2022-05-19
74,4.322,1.102,2.9988,2022-05-26
75,4.76,1.459,3.1943,2022-06-02
76,4.74,1.927,3.3802,2022-06-09
77,5.25,1.299,3.3511,2022-06-16
78,5.706,2.3,3.9939,2022-06-23
79,5.501,1.77,3.6091,2022-06-30
80,5.006,2.02,3.6187,2022-07-07
81,6.019,2.585,3.9498,2022-07-14
82,5.307,2.392,3.9116,2022-07-21
83,5.918,2.934,4.2557,2022-07-28
84,6.857,2.993,4.5828,2022-08-04
85,6.622,3.462,4.8549,2022-08-11
86,6.268,2.66,4.3879,2022-08-18
87,7.271,2.799,4.5537,2022-08-25
88,7.843,3.969,5.7569,2022-09-01
89,7.283,3.326,5.0591,2022-09-08
90,5.367,2.069,3.7693,2022-09-15
91,6.516,3.028,4.4162,2022-09-22
92,5.481,2.2,3.9627,2022-09-29
93,5.205,2.783,3.9921,2022-10-06
94,6.233,2.783,3.9157,2022-10-13
