week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,4.76,1.898,3.3902,2020-12-31
2,4.466,2.178,3.333,2021-01-07
3,4.498,2.149,3.2744,2021-01-14
4,4.951,2.212,3.4322,2021-01-21
5,4.67,1.78,3.3404,2021-01-28
6,4.552,1.767,3.16,2021-02-04
7,4.362,1.718,3.1987,2021-02-11
8,4.466,1.537,3.0528,2021-02-18
9,4.587,1.367,3.0935,2021-02-25
10,4.444,1.803,3.0189,2021-03-04
11,4.473,1.542,3.1343,2021-03-11
12,4.177,1.647,2.9098,2021-03-18
13,4.387,1.308,2.9224,2021-03-25
14,4.443,1.316,2.9228,2021-04-01
15,4.171,1.492,2.8922,2021-04-08
16,4.278,1.308,2.8114,2021-04-15
17,4.208,1.208,2.9263,2021-04-22
18,4.528,1.775,2.9761,2021-04-29
19,4.235,1.348,2.8584,2021-05-06
20,4.135,1.826,2.9571,2021-05-13
21,4.578,1.198,2.8264,2021-05-20
22,4.354,1.391,2.9048,2021-05-27
23,4.345,1.416,2.977,2021-06-03
24,5.611,1.628,3.2339,2021-06-10
25,4.706,2.139,3.4208,2021-06-17
26,4.556,2.027,3.327,2021-06-24
27,4.889,2.109,3.3934,2021-07-01
28,5.249,2.668,3.8042,2021-07-08
29,5.927,2.975,4.0989,2021-07-15
30,5.191,2.953,3.946,2021-07-22
31,6.041,2.591,3.9601,2021-07-29
32,6.018,1.977,3.8298,2021-08-05
33,6.111,2.829,4.3416,2021-08-12
34,5.683,2.519,3.7607,2021-08-19
35,6.339,2.763,4.0258,2021-08-26
36,5.775,2.615,3.978,2021-09-02
37,6.292,2.796,4.1994,2021-09-09
38,6.15,1.847,3.6988,2021-09-16
39,5.582,2.502,3.6546,2021-09-23
40,5.353,2.49,3.6941,2021-09-30
41,4.577,1.857,3.2772,2021-10-07
42,4.598,1.979,3.2308,2021-10-14
43,4.422,1.873,3.1973,2021-10-21
44,4.686,1.973,3.2802,2021-10-28
45,4.454,1.624,3.1999,2021-11-04
46,4.935,2.034,3.3454,2021-11-11
47,4.563,2.14,3.2689,2021-11-18
48,4.763,2.089,3.1908,2021-11-25
49,5.945,2.191,3.5001,2021-12-02
50,5.007,1.846,3.6279,2021-12-09
51,5.068,1.641,3.5428,2021-12-16
52,4.827,2.201,3.5897,2021-12-23
53,4.891,1.818,3.3979,2021-12-30
54,4.697,2.151,3.3775,2022-01-06
55,4.533,2.292,3.3629,2022-01-13
56,4.604,1.784,3.269,2022-01-20
57,4.525,1.775,3.3951,2022-01-27
58,4.485,1.759,3.2207,2022-02-03
59,4.644,2.053,3.2427,2022-02-10
60,4.55,1.735,3.2167,2022-02-17
61,4.49,1.686,3.1066,2022-02-24
62,4.361,1.731,3.0825,2022-03-03
63,4.315,1.593,2.9798,2022-03-10
64,4.704,1.537,3.0103,2022-03-17
65,4.469,1.114,2.957,2022-03-24
66,4.505,1.724,3.0907,2022-03-31
67,5.384,1.564,3.1425,2022-04-07
68,4.196,1.102,2.8122,2022-04-14
69,4.63,1.131,2.8102,2022-04-21
70,4.246,1.345,2.8072,2022-04-28
71,4.19,1.519,2.8292,2022-05-05
72,4.502,1.584,2.973,2022-05-12
73,4.256,1.289,3.0437,2022-05-19
74,4.226,1.138,2.8826,2022-05-26
75,4.491,1.427,3.0741,2022-06-02
76,4.72,1.877,3.2554,2022-06-09
77,5.007,1.283,3.2329,2022-06-16
78,5.646,2.13,3.8332,2022-06-23
79,5.283,1.751,3.4695,2022-06-30
80,4.763,2.165,3.5104,2022-07-07
81,5.527,2.448,3.8206,2022-07-14
82,5.279,2.328,3.7682,2022-07-21
83,5.664,3.063,4.1091,2022-07-28
84,6.576,2.937,4.4327,2022-08-04
85,6.327,3.37,4.6612,2022-08-11
86,6.105,2.721,4.2174,2022-08-18
87,7.005,2.633,4.3904,2022-08-25
88,7.482,4.033,5.5173,2022-09-01
