week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,4.202,1.74,3.0048,2020-12-31
2,4.033,1.82,2.9666,2021-01-07
3,3.931,1.934,2.9079,2021-01-14
4,4.304,1.898,3.027,2021-01-21
5,4.003,1.671,2.9524,2021-01-28
6,4.175,1.544,2.8001,2021-02-04
7,3.947,1.578,2.8384,2021-02-11
8,3.967,1.35,2.7096,2021-02-18
9,4.421,1.175,2.7568,2021-02-25
10,3.936,1.571,2.6813,2021-03-04
11,4.135,1.487,2.7868,2021-03-11
12,3.619,1.496,2.5649,2021-03-18
13,4.12,1.215,2.5972,2021-03-25
14,3.961,1.203,2.5943,2021-04-01
15,3.741,1.275,2.5597,2021-04-08
16,3.783,1.119,2.4973,2021-04-15
17,3.696,1.033,2.6019,2021-04-22
18,4.191,1.61,2.6496,2021-04-29
19,3.694,1.248,2.545,2021-05-06
20,3.677,1.466,2.6094,2021-05-13
21,3.922,1.029,2.5119,2021-05-20
22,3.783,1.241,2.5694,2021-05-27
23,3.985,1.296,2.6519,2021-06-03
24,5.076,1.37,2.8496,2021-06-10
25,4.093,1.843,3.0215,2021-06-17
26,4.152,1.784,2.9507,2021-06-24
27,4.292,1.917,3.0115,2021-07-01
28,4.746,2.34,3.3845,2021-07-08
29,5.231,2.525,3.6465,2021-07-15
30,4.921,2.757,3.5166,2021-07-22
31,5.46,2.29,3.5119,2021-07-29
32,5.347,1.746,3.3996,2021-08-05
33,5.42,2.516,3.8548,2021-08-12
34,4.955,2.184,3.3492,2021-08-19
35,5.484,2.431,3.5806,2021-08-26
36,5.199,2.427,3.545,2021-09-02
37,5.448,2.458,3.7138,2021-09-09
38,5.27,1.676,3.2709,2021-09-16
39,4.771,2.299,3.2633,2021-09-23
40,4.551,2.122,3.2595,2021-09-30
41,3.954,1.692,2.91,2021-10-07
42,3.984,1.724,2.8773,2021-10-14
43,3.872,1.682,2.8386,2021-10-21
44,4.137,1.748,2.9082,2021-10-28
45,4.131,1.501,2.855,2021-11-04
46,4.451,2.021,2.9864,2021-11-11
47,3.99,1.887,2.899,2021-11-18
48,4.061,1.859,2.8403,2021-11-25
49,5.259,1.918,3.1216,2021-12-02
50,4.508,1.649,3.2291,2021-12-09
51,4.328,1.541,3.1625,2021-12-16
52,4.364,1.896,3.1884,2021-12-23
53,4.239,1.578,3.0217,2021-12-30
54,4.24,1.857,3.0062,2022-01-06
55,3.92,2.039,2.993,2022-01-13
56,4.05,1.685,2.9066,2022-01-20
57,3.99,1.583,3.0143,2022-01-27
58,3.91,1.562,2.8687,2022-02-03
