week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,3.528,1.952,2.7312,2020-12-31
2,3.554,1.953,2.7066,2021-01-07
3,3.916,1.985,2.6693,2021-01-14
4,3.954,2.119,2.7883,2021-01-21
5,3.828,1.897,2.7058,2021-01-28
6,3.754,1.662,2.5509,2021-02-04
7,3.56,1.678,2.5809,2021-02-11
8,3.166,1.563,2.4456,2021-02-18
9,4.269,1.26,2.5009,2021-02-25
10,3.335,1.756,2.441,2021-03-04
11,3.654,1.432,2.5409,2021-03-11
12,3.344,1.606,2.3396,2021-03-18
13,3.39,1.344,2.3571,2021-03-25
14,3.182,1.329,2.3379,2021-04-01
15,3.356,1.437,2.3405,2021-04-08
16,3.262,1.274,2.2645,2021-04-15
17,3.44,1.139,2.3651,2021-04-22
18,3.526,1.76,2.407,2021-04-29
19,3.13,1.299,2.3086,2021-05-06
20,3.185,1.668,2.3914,2021-05-13
21,3.235,1.091,2.2703,2021-05-20
22,3.194,1.334,2.332,2021-05-27
23,3.532,1.334,2.4078,2021-06-03
24,4.408,1.511,2.591,2021-06-10
25,3.779,2.088,2.7627,2021-06-17
26,3.519,1.992,2.701,2021-06-24
27,3.544,2.076,2.7409,2021-07-01
28,4.058,2.277,3.094,2021-07-08
29,4.615,2.374,3.3441,2021-07-15
30,4.466,2.357,3.2224,2021-07-22
31,4.541,2.107,3.2181,2021-07-29
32,5.163,1.994,3.1149,2021-08-05
33,5.17,2.383,3.5457,2021-08-12
34,4.427,2.327,3.057,2021-08-19
35,4.825,2.355,3.2948,2021-08-26
36,4.827,2.34,3.2446,2021-09-02
37,5.295,2.38,3.4109,2021-09-09
38,5.456,1.758,2.9889,2021-09-16
39,4.616,2.245,3.0038,2021-09-23
40,4.425,2.174,3.0099,2021-09-30
41,3.996,1.778,2.6596,2021-10-07
42,3.592,1.898,2.617,2021-10-14
43,3.684,1.878,2.598,2021-10-21
44,3.611,1.984,2.6646,2021-10-28
45,3.54,1.687,2.5884,2021-11-04
46,4.348,1.985,2.7227,2021-11-11
47,3.888,1.938,2.662,2021-11-18
48,3.911,1.974,2.6032,2021-11-25
49,5.514,2.09,2.8684,2021-12-02
50,4.326,1.724,2.9685,2021-12-09
51,4.198,1.805,2.8786,2021-12-16
52,4.234,2.078,2.9194,2021-12-23
53,3.713,1.663,2.7497,2021-12-30
54,3.786,1.982,2.75,2022-01-06
55,3.957,2.059,2.7517,2022-01-13
56,3.613,1.758,2.6618,2022-01-20
57,3.653,1.774,2.7538,2022-01-27
58,3.458,1.707,2.596,2022-02-03
59,3.562,1.996,2.6401,2022-02-10
60,3.624,1.696,2.5973,2022-02-17
61,3.415,1.613,2.4998,2022-02-24
62,3.267,1.718,2.4678,2022-03-03
63,3.596,1.592,2.3899,2022-03-10
64,3.636,1.473,2.4308,2022-03-17
65,3.367,1.128,2.3906,2022-03-24
66,3.359,1.727,2.5112,2022-03-31
67,4.269,1.528,2.5377,2022-04-07
68,3.15,1.094,2.2539,2022-04-14
69,3.327,1.166,2.2461,2022-04-21
70,3.145,1.271,2.2517,2022-04-28
71,3.116,1.529,2.2805,2022-05-05
72,3.476,1.551,2.3973,2022-05-12
73,3.445,1.291,2.4793,2022-05-19
74,3.268,1.036,2.3183,2022-05-26
75,3.424,1.328,2.475,2022-06-02
76,3.565,1.78,2.624,2022-06-09
77,3.814,1.289,2.6195,2022-06-16
78,4.189,2.08,3.1138,2022-06-23
79,3.815,1.573,2.8159,2022-06-30
80,3.799,1.896,2.8268,2022-07-07
81,4.227,2.296,3.0932,2022-07-14
82,4.099,2.123,3.079,2022-07-21
83,4.371,2.382,3.3471,2022-07-28
84,5.236,2.52,3.6083,2022-08-04
