week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,3.637,1.891,2.697,2020-12-31
2,3.534,2.028,2.6662,2021-01-07
3,3.818,1.936,2.6453,2021-01-14
4,3.838,2.076,2.7641,2021-01-21
5,3.886,1.808,2.6593,2021-01-28
6,3.924,1.766,2.5238,2021-02-04
7,3.376,1.675,2.5339,2021-02-11
8,3.169,1.52,2.4216,2021-02-18
9,4.22,1.369,2.4738,2021-02-25
10,3.369,1.704,2.4101,2021-03-04
11,3.784,1.538,2.5188,2021-03-11
12,3.268,1.595,2.3132,2021-03-18
13,3.483,1.254,2.327,2021-03-25
14,3.29,1.333,2.32,2021-04-01
15,3.214,1.428,2.3158,2021-04-08
16,3.259,1.224,2.2312,2021-04-15
17,3.39,1.143,2.3448,2021-04-22
18,3.442,1.608,2.3802,2021-04-29
19,3.068,1.304,2.2777,2021-05-06
20,3.156,1.619,2.3535,2021-05-13
21,3.221,1.137,2.2461,2021-05-20
22,3.102,1.357,2.3044,2021-05-27
23,3.351,1.298,2.3801,2021-06-03
24,4.304,1.535,2.5682,2021-06-10
25,3.746,1.993,2.7491,2021-06-17
26,3.471,1.961,2.6462,2021-06-24
27,3.599,1.973,2.7244,2021-07-01
28,3.992,2.203,3.0727,2021-07-08
29,4.689,2.345,3.3081,2021-07-15
30,4.303,2.317,3.1852,2021-07-22
31,4.494,2.042,3.1746,2021-07-29
32,5.185,1.936,3.0801,2021-08-05
33,5.195,2.417,3.5053,2021-08-12
34,4.34,2.196,3.0126,2021-08-19
35,4.829,2.391,3.2671,2021-08-26
36,4.907,2.306,3.2083,2021-09-02
37,5.321,2.365,3.3745,2021-09-09
38,5.446,1.826,2.9677,2021-09-16
39,4.421,2.099,2.9589,2021-09-23
40,4.361,2.122,2.9717,2021-09-30
41,3.987,1.759,2.6319,2021-10-07
42,3.475,1.896,2.5863,2021-10-14
43,3.527,1.854,2.5641,2021-10-21
44,3.546,1.859,2.639,2021-10-28
45,3.509,1.554,2.5617,2021-11-04
46,4.38,2.011,2.7051,2021-11-11
47,3.687,1.921,2.6185,2021-11-18
48,4.152,1.926,2.5684,2021-11-25
49,6.005,2.005,2.8349,2021-12-02
50,4.146,1.831,2.9359,2021-12-09
51,4.121,1.647,2.8335,2021-12-16
52,3.921,2.074,2.885,2021-12-23
53,3.689,1.749,2.7147,2021-12-30
54,3.714,1.993,2.7255,2022-01-06
55,4.074,2.016,2.7252,2022-01-13
56,3.482,1.698,2.6137,2022-01-20
57,3.709,1.745,2.7117,2022-01-27
58,3.418,1.744,2.578,2022-02-03
