week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,3.175,1.322,2.3008,2020-12-31
2,3.069,1.359,2.2528,2021-01-07
3,3.077,1.449,2.2217,2021-01-14
4,3.349,1.504,2.323,2021-01-21
5,3.071,1.185,2.2594,2021-01-28
6,3.048,1.229,2.1406,2021-02-04
7,3.048,1.204,2.1514,2021-02-11
8,2.966,1.047,2.0573,2021-02-18
9,3.111,0.873,2.0954,2021-02-25
10,3.014,1.199,2.0449,2021-03-04
11,2.928,1.144,2.12,2021-03-11
12,2.868,1.125,1.9677,2021-03-18
13,3.07,0.958,1.9806,2021-03-25
14,3.012,0.92,1.9664,2021-04-01
15,2.875,0.962,1.967,2021-04-08
16,3.02,0.88,1.9115,2021-04-15
17,2.861,0.814,1.9818,2021-04-22
18,3.293,1.284,2.0251,2021-04-29
19,2.883,0.907,1.9458,2021-05-06
20,2.789,1.174,1.9919,2021-05-13
21,3.056,0.761,1.923,2021-05-20
22,2.856,0.91,1.9632,2021-05-27
23,2.91,0.955,2.0272,2021-06-03
24,3.975,1.068,2.1902,2021-06-10
25,3.189,1.439,2.3203,2021-06-17
26,3.19,1.393,2.2576,2021-06-24
27,3.307,1.482,2.3059,2021-07-01
28,3.497,1.801,2.5801,2021-07-08
29,3.923,1.954,2.7808,2021-07-15
30,3.674,2.029,2.6771,2021-07-22
31,4.045,1.681,2.686,2021-07-29
32,4.148,1.358,2.6063,2021-08-05
33,4.169,1.983,2.936,2021-08-12
34,3.859,1.719,2.5329,2021-08-19
35,4.041,1.871,2.7279,2021-08-26
36,4.147,1.838,2.704,2021-09-02
37,4.346,1.916,2.8485,2021-09-09
38,4.123,1.251,2.5074,2021-09-16
39,3.748,1.726,2.4837,2021-09-23
40,3.623,1.716,2.5055,2021-09-30
41,3.076,1.213,2.2214,2021-10-07
42,2.998,1.347,2.1755,2021-10-14
43,2.967,1.308,2.174,2021-10-21
44,3.11,1.375,2.2306,2021-10-28
45,3.032,1.104,2.165,2021-11-04
46,3.428,1.556,2.272,2021-11-11
47,3.021,1.397,2.2203,2021-11-18
48,3.106,1.384,2.1669,2021-11-25
49,3.854,1.509,2.376,2021-12-02
50,3.51,1.222,2.4631,2021-12-09
51,3.375,1.199,2.4013,2021-12-16
52,3.283,1.389,2.43,2021-12-23
53,3.241,1.2,2.2969,2021-12-30
54,3.282,1.445,2.2931,2022-01-06
55,3.231,1.537,2.2907,2022-01-13
56,3.077,1.241,2.2167,2022-01-20
57,3.075,1.281,2.2948,2022-01-27
58,3.066,1.169,2.1881,2022-02-03
59,3.085,1.385,2.2038,2022-02-10
60,3.139,1.095,2.1795,2022-02-17
61,2.982,1.158,2.0993,2022-02-24
62,3.003,1.194,2.0934,2022-03-03
63,2.92,1.078,2.0139,2022-03-10
64,3.305,1.07,2.0421,2022-03-17
65,3.05,0.712,2.0091,2022-03-24
66,3.038,1.144,2.1073,2022-03-31
67,3.677,1.074,2.1281,2022-04-07
68,2.799,0.79,1.9113,2022-04-14
69,3.081,0.808,1.8959,2022-04-21
70,2.748,0.931,1.9046,2022-04-28
71,2.912,1.044,1.9311,2022-05-05
72,3.173,1.107,2.0213,2022-05-12
73,2.842,0.928,2.0742,2022-05-19
74,2.95,0.744,1.9664,2022-05-26
75,3.027,0.906,2.094,2022-06-02
76,3.162,1.266,2.2113,2022-06-09
77,3.473,0.886,2.2004,2022-06-16
78,3.757,1.424,2.6048,2022-06-23
79,3.7,1.167,2.3544,2022-06-30
80,3.256,1.364,2.3749,2022-07-07
81,3.784,1.637,2.5972,2022-07-14
82,3.476,1.588,2.5645,2022-07-21
83,3.986,2.032,2.777,2022-07-28
84,4.449,1.911,2.9963,2022-08-04
85,4.466,2.344,3.153,2022-08-11
86,3.989,1.765,2.8616,2022-08-18
87,4.748,1.83,2.9692,2022-08-25
88,5.229,2.686,3.7557,2022-09-01
89,4.718,2.217,3.3016,2022-09-08
90,3.473,1.371,2.4599,2022-09-15
91,4.29,1.988,2.8815,2022-09-22
92,3.682,1.469,2.5731,2022-09-29
93,3.522,1.769,2.6022,2022-10-06
94,4.159,1.816,2.5423,2022-10-13
95,3.488,1.208,2.3572,2022-10-20
96,3.262,1.379,2.2462,2022-10-27
97,3.199,1.198,2.2703,2022-11-03
98,3.116,1.225,2.2324,2022-11-10
99,3.039,1.495,2.2416,2022-11-17
100,3.072,1.205,2.1922,2022-11-24
101,3.24,1.35,2.3548,2022-12-01
102,3.546,1.272,2.4865,2022-12-08
103,3.271,1.537,2.496,2022-12-15
104,3.166,1.362,2.3264,2022-12-22
105,3.395,1.766,2.4188,2022-12-29
106,3.243,1.199,2.3851,2023-01-05
107,3.218,1.564,2.4625,2023-01-12
108,3.123,1.233,2.3471,2023-01-19
109,3.241,1.476,2.3715,2023-01-26
110,3.115,1.044,2.2424,2023-02-02
111,3.187,1.095,2.2227,2023-02-09
112,3.174,1.131,2.2412,2023-02-16
113,3.399,1.107,2.4017,2023-02-23
114,3.128,1.134,2.1999,2023-03-02
115,3.15,1.247,2.2524,2023-03-09
116,2.972,0.863,2.1759,2023-03-16
117,2.952,0.97,2.0853,2023-03-23
118,2.934,0.593,2.0003,2023-03-30
119,2.959,0.618,1.9349,2023-04-06
120,2.823,0.828,2.0555,2023-04-13
121,2.94,0.704,1.9458,2023-04-20
122,2.815,0.708,1.9509,2023-04-27
123,2.753,0.547,1.8836,2023-05-04
124,2.791,0.802,2.0006,2023-05-11
125,2.875,0.71,2.1235,2023-05-18
126,3.18,0.883,1.9928,2023-05-25
127,3.15,0.418,2.0019,2023-06-01
128,3.077,1.039,2.09,2023-06-08
129,3.106,1.092,2.0956,2023-06-15
130,2.883,0.652,1.9351,2023-06-22
131,3.053,1.021,2.089,2023-06-29
132,3.726,0.781,2.2041,2023-07-06
133,3.998,1.467,2.7011,2023-07-13
134,4.239,1.74,2.7487,2023-07-20
135,3.809,2.018,2.8736,2023-07-27
136,3.711,1.496,2.6547,2023-08-03
137,4.269,1.495,2.7138,2023-08-10
138,3.772,1.746,2.6719,2023-08-17
139,4.453,1.411,2.8049,2023-08-24
140,3.703,1.129,2.6211,2023-08-31
141,4.127,1.779,2.88,2023-09-07
142,3.317,1.426,2.4647,2023-09-14
143,3.29,0.971,2.3456,2023-09-21
144,3.322,1.149,2.264,2023-09-28
145,3.676,1.472,2.4983,2023-10-05
146,3.436,0.963,2.2993,2023-10-12
147,3.538,0.926,2.3779,2023-10-19
148,3.105,0.932,2.1985,2023-10-26
149,3.098,1.184,2.2168,2023-11-02
150,3.022,1.041,2.2368,2023-11-09
151,3.202,1.474,2.278,2023-11-16
152,3.129,1.049,2.1909,2023-11-23
153,3.127,1.231,2.3359,2023-11-30
154,3.235,1.345,2.3593,2023-12-07
155,3.236,1.547,2.3962,2023-12-14
156,3.104,1.612,2.2972,2023-12-21
157,3.144,1.475,2.3011,2023-12-28
158,3.236,1.337,2.4185,2024-01-04
159,3.123,1.379,2.3571,2024-01-11
160,3.156,1.573,2.3866,2024-01-18
161,2.967,1.141,2.1909,2024-01-25
162,3.174,1.196,2.4473,2024-02-01
163,3.193,1.198,2.2499,2024-02-08
164,2.968,1.01,2.2456,2024-02-15
165,3.007,1.189,2.203,2024-02-22
166,3.055,1.307,2.2009,2024-02-29
167,2.895,0.852,2.0803,2024-03-07
168,2.898,0.834,2.0472,2024-03-14
169,2.733,1.022,2.036,2024-03-21
170,2.872,1.074,2.0846,2024-03-28
171,3.055,0.829,1.9863,2024-04-04
172,2.859,0.883,1.989,2024-04-11
173,2.81,0.805,2.0049,2024-04-18
174,2.84,0.851,1.985,2024-04-25
175,2.935,0.739,1.9588,2024-05-02
176,2.908,0.793,1.984,2024-05-09
177,2.888,0.586,1.9497,2024-05-16
178,2.825,0.64,1.9204,2024-05-23
179,2.807,0.819,1.9948,2024-05-30
180,2.923,0.914,2.0602,2024-06-06
181,2.96,0.678,2.0073,2024-06-13
182,3.693,1.263,2.4561,2024-06-20
183,3.454,1.108,2.3491,2024-06-27
184,3.492,1.466,2.5035,2024-07-04
185,3.613,1.541,2.5335,2024-07-11
186,4.087,1.852,2.7545,2024-07-18
187,4.103,1.41,2.676,2024-07-25
188,4.107,1.84,2.8801,2024-08-01
189,4.428,1.707,2.86,2024-08-08
190,4.467,1.591,2.8646,2024-08-15
191,3.878,1.435,2.6442,2024-08-22
192,4.34,1.573,2.6822,2024-08-29
193,5.561,2.124,3.5941,2024-09-05
194,3.17,1.516,2.4174,2024-09-12
195,3.189,1.324,2.3563,2024-09-19
196,3.477,0.946,2.3223,2024-09-26
197,3.527,1.468,2.4962,2024-10-03
198,3.327,1.195,2.4055,2024-10-10
199,3.381,1.246,2.3396,2024-10-17
200,3.244,1.465,2.3627,2024-10-24
201,3.173,1.378,2.26,2024-10-31
202,3.032,1.188,2.2045,2024-11-08
203,3.114,1.356,2.3056,2024-11-15
204,3.075,1.42,2.3066,2024-11-22
205,3.137,1.247,2.3116,2024-11-29
206,3.113,1.313,2.3955,2024-12-06
207,3.334,1.556,2.4453,2024-12-13
208,3.088,1.489,2.3915,2024-12-20
209,3.08,1.496,2.4015,2024-12-27
210,3.277,1.562,2.4117,2025-01-03
211,3.156,1.151,2.3658,2025-01-10
212,3.106,1.247,2.3467,2025-01-17
213,3.23,1.392,2.4158,2025-01-24
214,3.122,1.206,2.3384,2025-01-31
215,3.212,1.209,2.4513,2025-02-07
216,3.05,1.118,2.2019,2025-02-14
217,3.028,1.225,2.1688,2025-02-21
218,3.032,1.456,2.2704,2025-02-28
219,3.093,1.151,2.3212,2025-03-07
220,3.036,1.185,2.1901,2025-03-14
221,2.966,0.992,2.0821,2025-03-21
222,2.881,1.236,2.1556,2025-03-28
223,2.97,0.851,2.007,2025-04-04
224,2.837,1.017,2.1115,2025-04-11
225,2.738,1.03,2.0006,2025-04-18
226,2.864,1.026,2.016,2025-04-25
227,2.927,1.172,2.2161,2025-05-02
228,3.222,1.017,2.1309,2025-05-09
229,3.112,1.329,2.1737,2025-05-16
230,2.956,1.109,2.1416,2025-05-23
