week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,2.714,1.114,1.9688,2020-12-31
2,2.651,1.166,1.94,2021-01-07
3,2.64,1.249,1.8994,2021-01-14
4,2.922,1.282,1.9949,2021-01-21
5,2.706,1.082,1.9411,2021-01-28
6,2.626,0.996,1.8316,2021-02-04
7,2.607,1.037,1.8475,2021-02-11
8,2.522,0.926,1.7671,2021-02-18
9,2.696,0.765,1.7965,2021-02-25
10,2.744,1.04,1.7616,2021-03-04
11,2.704,0.927,1.8197,2021-03-11
12,2.489,0.931,1.6899,2021-03-18
13,2.547,0.776,1.6998,2021-03-25
14,2.458,0.837,1.6842,2021-04-01
15,2.509,0.851,1.683,2021-04-08
16,2.603,0.736,1.6399,2021-04-15
17,2.436,0.691,1.697,2021-04-22
18,2.637,1.083,1.7312,2021-04-29
19,2.415,0.815,1.6661,2021-05-06
20,2.406,0.999,1.7118,2021-05-13
21,2.623,0.651,1.6391,2021-05-20
22,2.473,0.775,1.6834,2021-05-27
23,2.492,0.837,1.735,2021-06-03
24,3.281,0.902,1.8637,2021-06-10
25,2.778,1.206,1.9845,2021-06-17
26,2.591,1.224,1.9264,2021-06-24
27,2.83,1.245,1.9693,2021-07-01
28,3.07,1.492,2.1997,2021-07-08
29,3.502,1.647,2.3818,2021-07-15
30,3.055,1.776,2.2838,2021-07-22
31,3.396,1.521,2.2882,2021-07-29
32,3.543,1.24,2.214,2021-08-05
33,3.635,1.633,2.5267,2021-08-12
34,3.288,1.433,2.1781,2021-08-19
35,3.55,1.575,2.3426,2021-08-26
36,3.338,1.6,2.3145,2021-09-02
37,3.653,1.605,2.4308,2021-09-09
38,3.603,1.008,2.1433,2021-09-16
39,3.102,1.503,2.1206,2021-09-23
40,3.141,1.45,2.1424,2021-09-30
41,2.56,1.081,1.9024,2021-10-07
42,2.582,1.105,1.87,2021-10-14
43,2.605,1.04,1.8604,2021-10-21
44,2.784,1.163,1.9039,2021-10-28
45,2.639,0.942,1.856,2021-11-04
46,2.854,1.337,1.9441,2021-11-11
47,2.547,1.234,1.889,2021-11-18
48,2.648,1.175,1.8649,2021-11-25
49,3.442,1.149,2.0374,2021-12-02
50,3.015,1.059,2.1195,2021-12-09
51,2.818,1.01,2.0565,2021-12-16
52,2.862,1.248,2.0833,2021-12-23
53,2.757,1.033,1.9728,2021-12-30
54,2.802,1.233,1.9727,2022-01-06
55,2.695,1.377,1.9574,2022-01-13
56,2.601,1.047,1.8966,2022-01-20
57,2.738,1.067,1.9602,2022-01-27
58,2.611,0.987,1.8715,2022-02-03
59,2.698,1.245,1.8871,2022-02-10
60,2.656,0.997,1.8737,2022-02-17
61,2.651,0.988,1.8104,2022-02-24
62,2.744,1.023,1.7874,2022-03-03
63,2.444,0.918,1.7255,2022-03-10
64,2.8,0.899,1.7434,2022-03-17
65,2.721,0.643,1.7287,2022-03-24
66,2.605,1.034,1.7998,2022-03-31
67,3.159,0.958,1.8317,2022-04-07
68,2.465,0.676,1.6359,2022-04-14
69,2.605,0.657,1.6232,2022-04-21
70,2.444,0.805,1.6286,2022-04-28
71,2.479,0.908,1.6496,2022-05-05
72,2.678,0.939,1.7328,2022-05-12
73,2.459,0.793,1.7691,2022-05-19
74,2.471,0.628,1.6751,2022-05-26
75,2.658,0.805,1.7831,2022-06-02
76,2.764,1.059,1.893,2022-06-09
