week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,4.98,1.985,3.5613,2020-12-31
2,4.774,2.131,3.477,2021-01-07
3,4.845,2.253,3.4049,2021-01-14
4,5.201,2.286,3.6011,2021-01-21
5,4.898,1.924,3.478,2021-01-28
6,4.908,1.849,3.2911,2021-02-04
7,4.522,1.863,3.3242,2021-02-11
8,4.625,1.651,3.1698,2021-02-18
9,4.913,1.362,3.2362,2021-02-25
10,4.67,1.844,3.1541,2021-03-04
11,4.752,1.636,3.2753,2021-03-11
12,4.37,1.754,3.0245,2021-03-18
13,4.535,1.411,3.0449,2021-03-25
14,4.94,1.525,3.036,2021-04-01
15,4.34,1.484,3.0191,2021-04-08
16,4.479,1.366,2.9366,2021-04-15
17,4.403,1.269,3.0602,2021-04-22
18,4.927,2.011,3.102,2021-04-29
19,4.517,1.429,2.9853,2021-05-06
20,4.22,1.786,3.069,2021-05-13
21,4.853,1.162,2.9629,2021-05-20
22,4.515,1.471,3.0404,2021-05-27
23,4.51,1.47,3.114,2021-06-03
24,6.177,1.706,3.3646,2021-06-10
25,5.065,2.161,3.5689,2021-06-17
26,4.813,2.206,3.471,2021-06-24
27,5.023,2.205,3.5503,2021-07-01
28,5.493,2.754,3.9644,2021-07-08
29,6.089,2.921,4.2697,2021-07-15
30,5.758,3.17,4.1264,2021-07-22
31,6.346,2.539,4.1181,2021-07-29
32,6.356,2.097,3.9944,2021-08-05
33,6.314,2.862,4.5359,2021-08-12
34,5.878,2.559,3.9299,2021-08-19
35,6.444,2.931,4.2129,2021-08-26
36,6.266,2.796,4.1492,2021-09-02
37,6.391,2.959,4.3543,2021-09-09
38,6.439,1.951,3.8523,2021-09-16
39,5.998,2.663,3.8088,2021-09-23
40,5.389,2.673,3.8462,2021-09-30
41,4.682,1.871,3.4281,2021-10-07
42,4.791,2.092,3.3756,2021-10-14
43,4.528,1.977,3.3265,2021-10-21
44,4.961,2.092,3.4371,2021-10-28
45,4.796,1.672,3.3504,2021-11-04
46,5.131,2.32,3.4964,2021-11-11
47,4.789,2.143,3.4057,2021-11-18
48,4.796,2.171,3.3496,2021-11-25
49,6.173,2.246,3.6597,2021-12-02
50,5.41,2.01,3.8185,2021-12-09
51,5.207,1.8,3.6976,2021-12-16
52,5.281,2.27,3.735,2021-12-23
53,4.939,1.881,3.5405,2021-12-30
54,4.862,2.247,3.5392,2022-01-06
55,4.627,2.442,3.5146,2022-01-13
56,4.807,1.943,3.4278,2022-01-20
57,4.968,1.863,3.544,2022-01-27
58,4.722,1.823,3.382,2022-02-03
59,4.704,2.144,3.3915,2022-02-10
60,4.771,1.724,3.3667,2022-02-17
61,4.706,1.657,3.2315,2022-02-24
62,4.553,1.821,3.2271,2022-03-03
63,4.468,1.682,3.1001,2022-03-10
64,5.109,1.649,3.1599,2022-03-17
65,4.633,1.116,3.0954,2022-03-24
66,4.678,1.841,3.2122,2022-03-31
67,5.596,1.726,3.2911,2022-04-07
68,4.457,1.227,2.9428,2022-04-14
69,4.683,1.177,2.9222,2022-04-21
70,4.331,1.415,2.9216,2022-04-28
71,4.77,1.641,2.9805,2022-05-05
72,4.741,1.64,3.1155,2022-05-12
73,4.382,1.4,3.1903,2022-05-19
74,4.607,1.126,3.0169,2022-05-26
75,4.747,1.437,3.2192,2022-06-02
76,4.743,1.741,3.4033,2022-06-09
77,5.255,1.313,3.394,2022-06-16
78,5.82,2.24,4.005,2022-06-23
79,5.392,1.839,3.6238,2022-06-30
