week_number,weekly_max_temperature,weekly_min_temperature,weekly_avg_temperature,weekly_max_irradiance,weekly_min_irradiance,weekly_avg_irradiance,weekly_max_cloud_cover,weekly_min_cloud_cover,weekly_avg_cloud_cover
1,23.3,6.8,13.48,834.0,0.0,208.34,100,0,30.77
2,15.1,6.1,11.57,809.0,0.0,186.8,100,0,57.83
3,17.5,5.5,12.2,869.0,0.0,221.7,100,0,45.56
4,26.4,7.8,13.85,932.0,0.0,246.27,100,0,27.07
5,29.6,9.6,17.26,963.0,0.0,275.32,100,0,34.61
6,21.2,11.9,16.18,952.0,0.0,277.81,100,0,60.48
7,27.3,11.7,15.65,991.0,0.0,249.85,100,0,65.14
8,24.1,11.6,15.57,997.0,0.0,215.15,100,0,73.17
9,25.0,10.0,16.19,1000.0,0.0,268.58,100,0,46.93
10,21.4,13.4,16.98,990.0,0.0,296.73,100,0,51.49
11,20.2,13.2,16.56,989.0,0.0,245.43,100,0,66.5
12,20.8,11.4,16.81,1008.0,0.0,280.24,100,0,53.2
13,24.9,13.2,17.77,1017.0,0.0,313.57,100,0,53.76
14,21.5,13.7,17.81,995.0,0.0,312.8,100,0,48.68
15,24.0,13.1,18.19,1023.0,0.0,308.52,100,0,46.98
16,27.1,15.9,20.48,1000.0,0.0,321.7,100,0,44.78
17,23.6,15.7,19.56,1000.0,0.0,296.73,100,0,50.3
18,23.3,17.1,20.17,964.0,0.0,292.34,100,0,56.4
19,25.4,17.2,21.03,995.0,0.0,316.48,100,0,25.6
20,25.2,18.4,21.85,951.0,0.0,310.53,100,0,29.28
21,26.3,19.2,22.32,956.0,0.0,283.3,100,0,58.65
22,25.1,16.7,21.3,973.0,0.0,287.16,100,0,41.96
23,25.2,16.5,20.77,976.0,0.0,312.79,100,0,30.24
24,27.4,18.1,22.7,938.0,0.0,284.49,100,0,23.93
25,27.3,19.1,21.84,905.0,0.0,187.65,100,0,60.89
26,27.5,17.2,21.96,928.0,0.0,273.95,100,0,32.36
27,26.8,17.6,21.69,908.0,0.0,241.42,100,0,52.45
28,27.7,18.5,22.73,875.0,0.0,256.1,100,0,25.24
29,25.0,15.8,19.99,889.0,0.0,246.23,100,0,41.21
30,26.5,15.8,20.89,862.0,0.0,221.02,100,0,41.3
31,29.0,13.9,20.58,847.0,0.0,207.07,100,0,49.65
32,26.9,12.9,19.16,784.0,0.0,142.18,100,0,69.77
33,30.0,9.8,17.28,749.0,0.0,191.8,100,0,10.6
34,20.5,9.2,15.65,688.0,0.0,154.22,100,0,52.9
35,25.8,11.3,17.58,660.0,0.0,153.99,100,0,37.46
36,21.2,12.1,16.49,640.0,0.0,152.24,100,0,51.29
37,30.7,12.0,18.74,640.0,0.0,163.27,100,0,21.37
38,29.1,10.9,16.11,640.0,0.0,143.58,100,0,66.65
39,26.2,8.1,17.04,621.0,0.0,149.62,100,0,19.93
40,21.5,9.1,14.64,594.0,0.0,135.02,100,0,33.86
41,18.8,6.2,13.17,576.0,0.0,106.09,100,0,46.89
42,17.2,5.5,11.47,586.0,0.0,107.15,100,0,41.4
43,17.2,3.5,12.46,571.0,0.0,92.42,100,0,87.28
44,16.5,6.9,11.81,584.0,0.0,92.15,100,0,57.56
45,18.4,3.9,11.61,590.0,0.0,142.61,100,0,32.61
46,23.1,9.2,15.73,599.0,0.0,108.49,100,0,83.34
47,21.0,7.8,14.15,626.0,0.0,142.66,100,0,28.89
48,22.4,6.2,13.0,669.0,0.0,156.12,100,0,34.3
49,20.6,5.0,12.55,705.0,0.0,167.73,100,0,26.46
50,28.9,8.6,18.06,752.0,0.0,198.69,99,0,5.73
51,22.0,6.3,13.13,767.0,0.0,190.98,100,0,30.55
52,20.4,4.0,11.28,804.0,0.0,185.77,100,0,47.13
53,23.6,6.7,13.94,825.0,0.0,207.59,100,0,38.4
54,20.6,5.7,12.86,864.0,0.0,236.43,100,0,14.64
55,22.1,9.6,15.16,876.0,0.0,244.9,100,0,37.36
56,27.7,10.6,16.76,889.0,0.0,262.65,100,0,43.24
57,18.0,10.8,14.83,886.0,0.0,169.27,100,0,71.91
58,32.2,11.9,18.84,956.0,0.0,279.64,100,0,36.9
59,19.5,9.6,15.49,977.0,0.0,282.46,100,0,33.46
60,26.7,10.4,15.98,991.0,0.0,296.7,100,0,32.61
61,25.2,12.6,16.73,992.0,0.0,290.13,100,0,45.21
62,21.8,11.9,17.04,992.0,0.0,280.89,100,0,51.15
63,26.1,10.9,17.44,1015.0,0.0,329.38,100,0,27.16
64,21.5,13.8,17.22,978.0,0.0,256.08,100,0,63.35
65,20.6,13.0,17.3,982.0,0.0,278.86,100,0,65.13
66,22.8,13.9,18.19,1006.0,0.0,305.95,100,0,45.79
67,23.6,15.6,19.78,983.0,0.0,323.55,100,0,35.27
68,23.3,14.6,19.26,1008.0,0.0,323.46,100,0,40.16
69,26.8,15.6,21.06,1018.0,0.0,335.76,100,0,17.13
70,26.5,16.5,21.44,992.0,0.0,327.2,100,0,27.95
71,24.9,17.4,20.77,990.0,0.0,306.58,100,0,49.3
72,24.4,16.5,20.37,964.0,0.0,302.74,100,0,46.77
73,25.4,18.2,21.55,953.0,0.0,310.54,100,0,43.55
74,24.4,18.2,21.35,949.0,0.0,276.97,100,0,62.35
75,26.3,18.9,22.84,947.0,0.0,294.24,100,0,45.32
76,28.9,19.9,23.89,932.0,0.0,299.11,100,0,30.35
77,26.5,19.2,22.93,928.0,0.0,283.09,100,0,26.34
78,26.4,19.4,22.6,895.0,0.0,276.64,100,0,29.81
79,34.8,19.3,25.06,899.0,0.0,265.49,100,0,28.99
80,34.4,21.5,25.94,873.0,0.0,189.65,100,0,52.0
81,25.4,17.0,21.34,815.0,0.0,208.64,100,0,49.21
82,26.9,15.2,21.41,850.0,0.0,241.45,100,0,25.83
83,27.5,17.5,21.92,793.0,0.0,216.93,100,0,43.12
84,24.5,16.8,20.99,717.0,0.0,175.3,100,0,44.67
85,24.1,17.4,20.28,683.0,0.0,133.71,100,0,76.35
86,30.2,14.1,20.02,677.0,0.0,156.27,100,0,37.15
87,23.5,10.9,17.09,682.0,0.0,177.74,100,0,22.65
88,23.6,8.7,15.84,657.0,0.0,156.52,100,0,43.97
89,19.6,7.6,14.11,653.0,0.0,129.0,100,0,46.55
90,23.9,6.6,14.32,659.0,0.0,165.37,100,0,19.47
91,24.9,6.8,14.74,633.0,0.0,158.03,100,0,24.08
