week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,3.92,1.668,2.8247,2020-12-31
2,3.784,1.669,2.7748,2021-01-07
3,3.765,1.797,2.7196,2021-01-14
4,4.114,1.911,2.8467,2021-01-21
5,3.853,1.622,2.7643,2021-01-28
6,3.827,1.42,2.6167,2021-02-04
7,3.708,1.434,2.6462,2021-02-11
8,3.517,1.336,2.5246,2021-02-18
9,3.913,1.077,2.5727,2021-02-25
10,3.705,1.501,2.5154,2021-03-04
11,3.751,1.351,2.6045,2021-03-11
12,3.488,1.373,2.4125,2021-03-18
13,3.697,1.149,2.4342,2021-03-25
14,3.535,1.136,2.414,2021-04-01
15,3.57,1.228,2.4092,2021-04-08
16,3.624,1.089,2.3419,2021-04-15
17,3.4,0.974,2.4265,2021-04-22
18,3.917,1.522,2.4773,2021-04-29
19,3.478,1.111,2.3813,2021-05-06
20,3.412,1.426,2.4501,2021-05-13
21,3.595,0.932,2.3445,2021-05-20
22,3.549,1.14,2.4099,2021-05-27
23,3.55,1.14,2.4754,2021-06-03
24,4.898,1.291,2.6673,2021-06-10
25,3.883,1.785,2.8268,2021-06-17
26,3.813,1.702,2.7707,2021-06-24
27,3.938,1.782,2.811,2021-07-01
28,4.508,2.168,3.1549,2021-07-08
29,5.075,2.412,3.4017,2021-07-15
30,4.624,2.475,3.2773,2021-07-22
31,4.999,2.05,3.2879,2021-07-29
32,4.965,1.704,3.1797,2021-08-05
33,5.072,2.346,3.5981,2021-08-12
34,4.731,2.049,3.1182,2021-08-19
35,5.038,2.359,3.3514,2021-08-26
36,4.958,2.35,3.3101,2021-09-02
37,5.199,2.317,3.4733,2021-09-09
38,5.175,1.503,3.0542,2021-09-16
39,4.795,2.148,3.0491,2021-09-23
40,4.271,2.01,3.0653,2021-09-30
41,3.692,1.52,2.7194,2021-10-07
42,3.716,1.622,2.6814,2021-10-14
43,3.629,1.605,2.6585,2021-10-21
44,3.862,1.695,2.727,2021-10-28
45,3.72,1.441,2.6579,2021-11-04
46,4.211,1.808,2.7749,2021-11-11
47,3.735,1.656,2.7118,2021-11-18
48,3.793,1.698,2.6638,2021-11-25
49,4.713,1.796,2.9225,2021-12-02
50,4.16,1.474,3.023,2021-12-09
51,4.212,1.543,2.9502,2021-12-16
52,4.066,1.776,2.968,2021-12-23
53,4.066,1.421,2.8239,2021-12-30
54,3.939,1.694,2.8138,2022-01-06
55,3.772,1.912,2.7966,2022-01-13
56,3.856,1.502,2.732,2022-01-20
