week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,4.242,1.245,2.8399,2020-12-31
2,4.044,1.334,2.7516,2021-01-07
3,4.145,1.274,2.6963,2021-01-14
4,4.445,1.437,2.8295,2021-01-21
5,4.102,1.19,2.7233,2021-01-28
6,4.074,1.162,2.6109,2021-02-04
7,3.923,1.102,2.6126,2021-02-11
8,3.873,1.0,2.5402,2021-02-18
9,4.305,0.901,2.5735,2021-02-25
10,4.118,1.121,2.5171,2021-03-04
11,4.084,1.026,2.6015,2021-03-11
12,3.71,1.05,2.4205,2021-03-18
13,3.861,0.825,2.4416,2021-03-25
14,4.021,0.877,2.4349,2021-04-01
15,3.811,0.94,2.4151,2021-04-08
16,3.983,0.806,2.3497,2021-04-15
17,3.82,0.752,2.4251,2021-04-22
18,4.207,1.058,2.4813,2021-04-29
19,3.75,0.858,2.3847,2021-05-06
20,3.719,1.065,2.4293,2021-05-13
21,3.937,0.748,2.3601,2021-05-20
22,3.791,0.893,2.4208,2021-05-27
23,4.096,0.854,2.4779,2021-06-03
24,5.261,1.01,2.6774,2021-06-10
25,4.233,1.342,2.8286,2021-06-17
26,4.077,1.344,2.7384,2021-06-24
27,4.298,1.299,2.8166,2021-07-01
28,4.686,1.627,3.1381,2021-07-08
29,5.322,1.87,3.3578,2021-07-15
30,4.777,1.904,3.2315,2021-07-22
31,5.272,1.64,3.2526,2021-07-29
32,5.491,1.274,3.1526,2021-08-05
33,5.43,1.789,3.5414,2021-08-12
34,5.0,1.567,3.0757,2021-08-19
35,5.622,1.748,3.3171,2021-08-26
36,5.273,1.725,3.2783,2021-09-02
37,5.446,1.726,3.4341,2021-09-09
38,5.529,1.202,3.0474,2021-09-16
39,5.207,1.594,2.9924,2021-09-23
40,4.681,1.634,3.0266,2021-09-30
41,4.082,1.157,2.7007,2021-10-07
42,4.084,1.248,2.669,2021-10-14
43,4.134,1.22,2.6392,2021-10-21
44,4.334,1.224,2.7144,2021-10-28
