week_number,weekly_max_temperature,weekly_min_temperature,weekly_avg_temperature,weekly_max_irradiance,weekly_min_irradiance,weekly_avg_irradiance,weekly_max_cloud_cover,weekly_min_cloud_cover,weekly_avg_cloud_cover
1,24.9,7.0,13.85,835.0,0.0,209.84,100,0,31.8
2,16.1,7.4,12.05,787.0,0.0,195.45,100,0,59.88
3,18.2,6.1,12.3,892.0,0.0,223.83,100,0,36.15
4,27.0,7.8,14.07,941.0,0.0,242.95,100,0,28.48
5,28.5,10.4,17.21,957.0,0.0,278.23,100,0,29.33
6,22.0,11.5,16.02,961.0,0.0,272.52,100,0,60.37
7,28.5,11.7,15.92,976.0,0.0,260.79,100,0,58.04
8,24.0,12.3,15.76,1000.0,0.0,226.62,100,0,68.11
9,25.2,9.8,16.54,1002.0,0.0,270.33,100,0,44.47
10,21.0,13.3,16.76,995.0,0.0,300.24,100,0,45.88
11,20.3,12.8,16.67,978.0,0.0,253.5,100,0,61.33
12,20.6,11.1,16.81,1016.0,0.0,276.88,100,0,54.89
13,23.6,12.0,17.24,1022.0,0.0,316.46,100,0,47.33
14,21.5,13.4,17.64,1002.0,0.0,317.54,100,0,41.78
15,22.8,12.7,18.07,1032.0,0.0,308.95,100,0,44.29
16,26.4,15.2,19.91,1001.0,0.0,319.18,100,0,36.85
17,22.9,16.0,19.76,1004.0,0.0,294.48,100,0,44.89
18,23.5,16.7,20.06,972.0,0.0,299.23,100,0,41.59
19,25.0,16.8,20.72,996.0,0.0,318.85,100,0,20.35
20,26.1,17.4,21.76,950.0,0.0,310.31,100,0,24.56
21,26.4,18.8,22.09,960.0,0.0,276.77,100,0,56.18
22,26.2,16.5,21.89,972.0,0.0,295.03,100,0,34.82
23,26.3,16.3,20.46,973.0,0.0,308.32,100,0,22.89
24,27.1,17.2,22.49,938.0,0.0,285.11,100,0,19.71
25,26.4,19.4,21.87,908.0,0.0,190.82,100,0,64.76
26,28.0,16.7,22.16,929.0,0.0,281.71,100,0,27.48
27,27.5,18.1,21.81,908.0,0.0,253.45,100,0,48.73
28,28.9,18.7,22.87,875.0,0.0,254.99,100,0,22.3
29,25.4,15.4,19.77,897.0,0.0,254.01,100,0,24.57
30,28.2,14.9,20.99,865.0,0.0,224.4,100,0,34.24
31,29.3,14.7,21.06,850.0,0.0,217.04,100,0,46.18
32,27.6,12.9,19.54,789.0,0.0,156.98,100,0,63.23
33,28.9,9.1,17.54,747.0,0.0,191.88,100,0,8.1
34,21.8,9.9,16.49,696.0,0.0,162.14,100,0,45.87
35,27.1,11.4,18.07,665.0,0.0,157.04,100,0,38.48
36,21.2,11.8,16.75,646.0,0.0,156.43,100,0,43.57
37,29.9,10.3,19.39,645.0,0.0,166.29,100,0,15.85
38,25.8,11.1,16.43,649.0,0.0,146.27,100,0,65.11
39,27.5,8.8,17.36,626.0,0.0,146.43,100,0,22.74
40,21.4,10.6,15.44,599.0,0.0,132.94,100,0,39.54
41,19.0,6.7,13.46,582.0,0.0,109.45,100,0,47.15
42,17.2,4.9,11.7,593.0,0.0,108.83,100,0,40.55
43,17.9,5.4,13.15,570.0,0.0,98.55,100,0,86.49
44,16.6,5.7,11.94,587.0,0.0,91.26,100,0,61.44
45,17.6,5.2,11.81,592.0,0.0,141.74,100,0,34.58
46,21.4,8.9,15.76,600.0,0.0,108.99,100,0,89.02
47,20.9,7.7,14.22,629.0,0.0,150.96,100,0,25.8
48,20.4,6.2,12.99,672.0,0.0,162.21,100,0,30.84
49,21.7,4.4,12.54,712.0,0.0,167.64,100,0,24.32
50,29.7,7.4,18.14,755.0,0.0,199.99,97,0,3.56
51,21.6,5.0,13.34,773.0,0.0,189.02,100,0,30.12
52,20.0,3.0,11.41,811.0,0.0,183.35,100,0,51.71
53,23.8,7.8,14.47,827.0,0.0,208.28,100,0,40.88
54,21.5,6.2,13.11,869.0,0.0,237.72,100,0,14.52
55,24.0,9.5,15.83,880.0,0.0,245.1,100,0,39.71
56,28.1,9.4,17.07,902.0,0.0,262.49,100,0,42.45
57,18.9,11.1,15.09,878.0,0.0,170.81,100,0,77.08
58,34.0,11.8,19.16,966.0,0.0,283.17,100,0,34.1
59,19.8,9.2,15.59,977.0,0.0,287.68,100,0,37.84
60,27.0,10.2,16.29,991.0,0.0,302.67,100,0,31.46
61,27.0,11.6,16.66,1007.0,0.0,292.7,100,0,46.17
62,21.1,11.4,16.91,995.0,0.0,280.02,100,0,49.54
63,25.0,10.6,17.24,1023.0,0.0,331.59,100,0,24.69
64,20.8,13.6,17.1,981.0,0.0,261.98,100,0,63.48
65,20.6,13.3,17.24,976.0,0.0,280.8,100,0,58.51
66,22.4,14.0,18.0,1002.0,0.0,307.49,100,0,49.41
67,22.8,14.9,19.39,987.0,0.0,315.14,100,0,36.15
68,24.1,13.6,19.01,1009.0,0.0,324.48,100,0,34.25
69,27.8,16.1,21.37,1018.0,0.0,334.51,100,0,11.16
70,25.1,16.1,20.84,996.0,0.0,323.5,100,0,32.1
71,24.5,16.8,20.74,991.0,0.0,309.55,100,0,44.92
72,23.9,17.2,20.47,968.0,0.0,306.64,100,0,38.66
73,25.5,17.5,21.29,957.0,0.0,301.65,100,0,43.73
74,24.2,18.1,21.47,950.0,0.0,278.47,100,0,63.75
75,26.8,19.4,22.97,950.0,0.0,295.11,100,0,41.2
