week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,4.041,2.101,2.9966,2020-12-31
2,3.926,2.253,2.9624,2021-01-07
3,4.242,2.151,2.9392,2021-01-14
4,4.264,2.307,3.0712,2021-01-21
5,4.317,2.009,2.9548,2021-01-28
6,4.36,1.963,2.8043,2021-02-04
7,3.751,1.861,2.8155,2021-02-11
8,3.521,1.689,2.6907,2021-02-18
9,4.689,1.521,2.7488,2021-02-25
10,3.744,1.893,2.6779,2021-03-04
11,4.204,1.709,2.7987,2021-03-11
12,3.631,1.773,2.5703,2021-03-18
13,3.87,1.394,2.5855,2021-03-25
14,3.656,1.481,2.5777,2021-04-01
15,3.571,1.587,2.5731,2021-04-08
16,3.621,1.36,2.4792,2021-04-15
17,3.767,1.27,2.6054,2021-04-22
18,3.825,1.786,2.6447,2021-04-29
19,3.409,1.448,2.5307,2021-05-06
20,3.507,1.798,2.6151,2021-05-13
21,3.579,1.263,2.4956,2021-05-20
22,3.447,1.508,2.5604,2021-05-27
23,3.723,1.442,2.6445,2021-06-03
24,4.783,1.706,2.8536,2021-06-10
25,4.162,2.214,3.0546,2021-06-17
26,3.857,2.179,2.9402,2021-06-24
27,3.999,2.193,3.0271,2021-07-01
28,4.435,2.448,3.414,2021-07-08
29,5.21,2.606,3.6757,2021-07-15
30,4.781,2.574,3.5392,2021-07-22
31,4.993,2.268,3.5273,2021-07-29
32,5.761,2.151,3.4224,2021-08-05
33,5.772,2.686,3.8948,2021-08-12
34,4.822,2.44,3.3474,2021-08-19
35,5.365,2.656,3.6302,2021-08-26
36,5.452,2.562,3.5648,2021-09-02
37,5.912,2.628,3.7495,2021-09-09
38,6.051,2.029,3.2974,2021-09-16
39,4.912,2.332,3.2877,2021-09-23
40,4.846,2.357,3.3019,2021-09-30
41,4.43,1.954,2.9243,2021-10-07
42,3.861,2.107,2.8737,2021-10-14
43,3.919,2.06,2.849,2021-10-21
44,3.94,2.066,2.9323,2021-10-28
45,3.899,1.727,2.8464,2021-11-04
46,4.867,2.235,3.0057,2021-11-11
47,4.097,2.134,2.9094,2021-11-18
48,4.614,2.14,2.8538,2021-11-25
49,6.672,2.228,3.1499,2021-12-02
50,4.607,2.034,3.2621,2021-12-09
51,4.579,1.83,3.1483,2021-12-16
52,4.357,2.304,3.2055,2021-12-23
53,4.099,1.944,3.0163,2021-12-30
54,4.127,2.214,3.0284,2022-01-06
55,4.526,2.24,3.028,2022-01-13
56,3.869,1.886,2.9041,2022-01-20
57,4.121,1.938,3.0129,2022-01-27
58,3.798,1.938,2.8645,2022-02-03
59,4.234,2.144,2.8705,2022-02-10
60,3.86,1.813,2.8633,2022-02-17
61,3.663,1.804,2.7391,2022-02-24
62,3.678,1.849,2.7296,2022-03-03
63,3.822,1.722,2.6355,2022-03-10
64,3.857,1.624,2.665,2022-03-17
65,3.722,1.142,2.6145,2022-03-24
66,3.851,1.788,2.7579,2022-03-31
67,4.518,1.725,2.7814,2022-04-07
68,3.674,1.237,2.4761,2022-04-14
69,3.789,1.23,2.4669,2022-04-21
70,3.421,1.521,2.4692,2022-04-28
71,3.523,1.603,2.5196,2022-05-05
72,3.767,1.731,2.6233,2022-05-12
73,3.864,1.405,2.7164,2022-05-19
74,3.591,1.165,2.538,2022-05-26
75,3.656,1.437,2.7205,2022-06-02
76,4.031,1.907,2.8817,2022-06-09
77,4.285,1.368,2.8919,2022-06-16
78,4.563,2.29,3.4228,2022-06-23
79,4.293,1.774,3.08,2022-06-30
80,4.445,2.227,3.1086,2022-07-07
81,4.621,2.589,3.3917,2022-07-14
82,4.501,2.369,3.3714,2022-07-21
83,4.737,2.72,3.6639,2022-07-28
84,5.377,2.79,3.9659,2022-08-04
85,5.291,3.005,4.1621,2022-08-11
86,4.97,2.605,3.7722,2022-08-18
87,5.755,2.694,3.9123,2022-08-25
88,7.164,3.188,4.9726,2022-09-01
89,7.222,2.832,4.378,2022-09-08
90,4.492,2.092,3.2461,2022-09-15
91,5.224,2.62,3.7988,2022-09-22
92,4.635,2.2,3.4134,2022-09-29
93,4.527,2.674,3.4505,2022-10-06
94,4.869,2.337,3.3684,2022-10-13
95,4.495,1.983,3.0884,2022-10-20
96,4.207,2.144,2.9669,2022-10-27
97,4.504,1.942,2.9791,2022-11-03
98,3.809,1.921,2.9234,2022-11-10
99,3.921,2.291,2.9515,2022-11-17
100,4.194,1.866,2.8749,2022-11-24
101,4.088,2.0,3.1095,2022-12-01
102,4.698,1.945,3.2733,2022-12-08
103,4.568,2.343,3.2744,2022-12-15
104,4.232,2.155,3.0431,2022-12-22
105,4.517,2.38,3.2117,2022-12-29
106,4.508,1.779,3.1577,2023-01-05
107,4.573,2.501,3.2516,2023-01-12
108,4.584,2.0,3.0869,2023-01-19
109,4.582,2.295,3.1081,2023-01-26
110,4.482,1.767,2.9365,2023-02-02
111,4.245,1.595,2.8876,2023-02-09
112,4.485,1.77,2.9291,2023-02-16
113,4.388,1.724,3.1685,2023-02-23
114,4.381,1.795,2.8762,2023-03-02
115,4.292,1.52,2.9675,2023-03-09
116,4.637,1.274,2.8747,2023-03-16
117,4.134,1.275,2.7246,2023-03-23
118,4.036,0.937,2.6183,2023-03-30
119,3.822,0.933,2.5218,2023-04-06
120,4.102,1.051,2.7003,2023-04-13
121,3.676,1.1,2.5429,2023-04-20
122,3.552,1.094,2.5525,2023-04-27
123,3.644,0.815,2.4576,2023-05-04
124,4.024,1.22,2.6193,2023-05-11
125,3.885,1.036,2.8179,2023-05-18
126,3.968,1.188,2.6124,2023-05-25
127,3.865,0.665,2.6134,2023-06-01
128,3.874,1.595,2.7432,2023-06-08
129,3.662,1.645,2.7239,2023-06-15
