week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,18.564,1.616,7.4358,2020-12-31
2,18.624,1.733,7.5452,2021-01-07
3,18.479,1.655,7.5452,2021-01-14
4,18.206,1.866,7.6213,2021-01-21
5,17.919,1.545,7.4524,2021-01-28
6,18.324,1.51,7.3897,2021-02-04
7,18.196,1.431,7.3785,2021-02-11
8,18.362,1.299,7.2983,2021-02-18
9,18.375,1.17,7.3356,2021-02-25
10,17.98,1.456,7.3046,2021-03-04
11,18.724,1.333,7.3441,2021-03-11
12,18.551,1.364,7.21,2021-03-18
13,18.123,1.072,7.2164,2021-03-25
14,17.984,1.139,7.2088,2021-04-01
15,18.585,1.221,7.1976,2021-04-08
16,18.417,1.047,7.1104,2021-04-15
17,18.591,0.977,7.2091,2021-04-22
18,18.756,1.374,7.2701,2021-04-29
19,18.473,1.114,7.1515,2021-05-06
20,18.679,1.383,7.186,2021-05-13
21,18.409,0.971,7.1126,2021-05-20
22,18.324,1.16,7.2001,2021-05-27
23,18.794,1.109,7.2377,2021-06-03
24,18.61,1.312,7.444,2021-06-10
25,18.665,1.743,7.6165,2021-06-17
26,18.738,1.745,7.5112,2021-06-24
27,18.942,1.687,7.6154,2021-07-01
28,18.897,2.113,7.9687,2021-07-08
29,19.562,2.429,8.1317,2021-07-15
30,19.74,2.473,8.075,2021-07-22
31,19.086,2.129,8.0332,2021-07-29
32,19.2,1.654,7.9427,2021-08-05
33,19.354,2.324,8.3236,2021-08-12
34,19.098,2.035,7.8522,2021-08-19
35,19.532,2.27,8.1078,2021-08-26
36,19.06,2.24,8.1015,2021-09-02
37,19.232,2.242,8.2628,2021-09-09
38,19.268,1.561,7.8246,2021-09-16
39,18.277,2.071,7.7887,2021-09-23
40,18.803,2.123,7.809,2021-09-30
41,18.438,1.503,7.4937,2021-10-07
42,18.847,1.621,7.4834,2021-10-14
43,18.379,1.584,7.4322,2021-10-21
44,18.463,1.589,7.5302,2021-10-28
45,18.345,1.328,7.4784,2021-11-04
46,18.224,1.819,7.5527,2021-11-11
47,18.238,1.673,7.4634,2021-11-18
48,18.425,1.646,7.4231,2021-11-25
49,18.665,1.787,7.7013,2021-12-02
50,18.558,1.565,7.7676,2021-12-09
51,18.577,1.407,7.701,2021-12-16
52,18.445,1.773,7.6995,2021-12-23
53,18.652,1.495,7.5168,2021-12-30
54,18.345,1.703,7.6578,2022-01-06
55,18.512,1.921,7.5684,2022-01-13
56,18.775,1.451,7.4931,2022-01-20
57,18.363,1.491,7.5507,2022-01-27
58,19.002,1.491,7.4561,2022-02-03
59,17.97,1.666,7.4065,2022-02-10
60,18.166,1.395,7.4374,2022-02-17
61,18.579,1.388,7.3431,2022-02-24
62,18.74,1.422,7.3569,2022-03-03
63,18.676,1.364,7.2222,2022-03-10
64,18.147,1.249,7.2544,2022-03-17
65,18.31,0.878,7.1976,2022-03-24
66,18.905,1.376,7.3552,2022-03-31
67,18.939,1.327,7.3574,2022-04-07
68,18.415,0.952,7.1106,2022-04-14
69,18.137,0.946,7.0951,2022-04-21
70,18.844,1.17,7.091,2022-04-28
71,18.128,1.233,7.1528,2022-05-05
72,18.568,1.332,7.259,2022-05-12
73,18.116,1.081,7.3116,2022-05-19
74,18.315,0.896,7.1511,2022-05-26
75,19.054,1.105,7.3065,2022-06-02
76,18.589,1.467,7.5099,2022-06-09
77,19.686,1.052,7.5195,2022-06-16
78,19.659,1.762,7.9836,2022-06-23
79,18.704,1.423,7.6567,2022-06-30
80,19.071,1.713,7.6633,2022-07-07
81,19.294,2.098,7.9055,2022-07-14
82,19.61,1.95,7.8926,2022-07-21
83,19.484,2.448,8.13,2022-07-28
84,19.807,2.446,8.4498,2022-08-04
85,20.05,2.613,8.63,2022-08-11
86,19.604,2.168,8.2488,2022-08-18
87,19.97,2.201,8.3713,2022-08-25
88,20.648,3.336,9.3263,2022-09-01
89,19.915,2.548,8.7722,2022-09-08
90,19.477,1.609,7.7859,2022-09-15
91,19.319,2.447,8.3042,2022-09-22
92,19.002,1.693,7.9456,2022-09-29
93,19.32,2.148,8.0066,2022-10-06
94,19.247,2.306,7.864,2022-10-13
95,18.453,1.525,7.5859,2022-10-20
96,18.591,1.649,7.5692,2022-10-27
97,18.599,1.494,7.5884,2022-11-03
98,18.127,1.478,7.505,2022-11-10
99,18.892,1.762,7.5454,2022-11-17
100,18.835,1.435,7.4549,2022-11-24
101,18.772,1.538,7.6717,2022-12-01
102,18.505,1.496,7.7788,2022-12-08
103,18.696,1.869,7.8051,2022-12-15
104,18.499,1.658,7.5979,2022-12-22
105,18.69,2.169,7.7072,2022-12-29
106,18.967,1.369,7.6821,2023-01-05
107,18.626,1.961,7.7435,2023-01-12
108,18.516,1.539,7.6819,2023-01-19
109,19.004,1.858,7.687,2023-01-26
110,18.423,1.359,7.5218,2023-02-02
111,18.796,1.227,7.4893,2023-02-09
112,18.384,1.361,7.5171,2023-02-16
113,18.807,1.326,7.723,2023-02-23
114,19.019,1.433,7.4907,2023-03-02
115,18.464,1.454,7.4316,2023-03-09
116,18.495,1.103,7.4512,2023-03-16
117,18.828,1.141,7.285,2023-03-23
118,18.844,0.721,7.2206,2023-03-30
119,18.389,0.718,7.1166,2023-04-06
120,18.59,1.006,7.2911,2023-04-13
121,18.645,0.914,7.1936,2023-04-20
122,18.467,0.841,7.1738,2023-04-27
123,18.276,0.627,7.0866,2023-05-04
124,18.378,0.939,7.2063,2023-05-11
125,19.039,0.797,7.3759,2023-05-18
126,18.356,1.053,7.2022,2023-05-25
127,18.832,0.511,7.2442,2023-06-01
128,18.482,1.268,7.3387,2023-06-08
129,18.41,1.335,7.3287,2023-06-15
130,18.553,0.766,7.1613,2023-06-22
131,18.997,1.158,7.3647,2023-06-29
132,19.131,0.992,7.4447,2023-07-06
133,20.765,1.806,8.0835,2023-07-13
134,20.248,2.016,8.1263,2023-07-20
135,19.407,2.392,8.3031,2023-07-27
136,19.41,1.759,8.0027,2023-08-03
137,19.211,1.757,8.0786,2023-08-10
138,19.672,2.154,8.0563,2023-08-17
139,20.064,1.705,8.1963,2023-08-24
140,20.315,1.463,7.9843,2023-08-31
141,19.861,2.144,8.3284,2023-09-07
142,18.736,1.607,7.7499,2023-09-14
143,18.739,1.218,7.6505,2023-09-21
144,18.862,1.306,7.5192,2023-09-28
145,18.932,1.736,7.8051,2023-10-05
146,18.629,1.162,7.5728,2023-10-12
147,18.566,1.062,7.6645,2023-10-19
148,18.961,1.135,7.4835,2023-10-26
149,18.259,1.597,7.551,2023-11-02
150,18.408,1.335,7.557,2023-11-09
151,18.482,1.819,7.5402,2023-11-16
152,19.156,1.298,7.4767,2023-11-23
153,18.702,1.4,7.6306,2023-11-30
154,19.139,1.681,7.6721,2023-12-07
155,18.427,2.015,7.7297,2023-12-14
156,18.504,1.926,7.6121,2023-12-21
157,18.498,1.798,7.5734,2023-12-28
158,18.778,1.569,7.712,2024-01-04
159,18.723,1.722,7.642,2024-01-11
160,18.731,2.046,7.7325,2024-01-18
161,19.186,1.387,7.4431,2024-01-25
162,18.654,1.423,7.7595,2024-02-01
163,18.379,1.402,7.5209,2024-02-08
