week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,18.858,1.6,7.6387,2020-12-31
2,18.965,1.716,7.734,2021-01-07
3,18.75,1.638,7.7252,2021-01-14
4,18.556,1.847,7.812,2021-01-21
5,18.215,1.53,7.636,2021-01-28
6,18.628,1.495,7.5696,2021-02-04
7,18.51,1.417,7.5573,2021-02-11
8,18.691,1.286,7.4784,2021-02-18
9,18.691,1.159,7.515,2021-02-25
10,18.299,1.442,7.4814,2021-03-04
11,19.045,1.32,7.5228,2021-03-11
12,18.858,1.35,7.3807,2021-03-18
13,18.445,1.061,7.3895,2021-03-25
14,18.289,1.128,7.3815,2021-04-01
15,18.919,1.208,7.3669,2021-04-08
16,18.758,1.036,7.2783,2021-04-15
17,18.895,0.967,7.3762,2021-04-22
18,19.1,1.36,7.4438,2021-04-29
19,18.803,1.103,7.3199,2021-05-06
20,19.013,1.37,7.3526,2021-05-13
21,18.742,0.962,7.2804,2021-05-20
22,18.633,1.148,7.3722,2021-05-27
23,19.147,1.098,7.4107,2021-06-03
24,19.018,1.299,7.6315,2021-06-10
25,19.028,1.725,7.8092,2021-06-17
26,19.079,1.728,7.7001,2021-06-24
27,19.33,1.67,7.8092,2021-07-01
28,19.308,2.091,8.1792,2021-07-08
29,20.019,2.404,8.3539,2021-07-15
30,20.14,2.448,8.2886,2021-07-22
31,19.502,2.108,8.2529,2021-07-29
32,19.628,1.638,8.1552,2021-08-05
33,19.819,2.3,8.5555,2021-08-12
34,19.473,2.015,8.0583,2021-08-19
35,19.976,2.247,8.3274,2021-08-26
36,19.47,2.217,8.3215,2021-09-02
37,19.688,2.219,8.4913,2021-09-09
38,19.682,1.545,8.0314,2021-09-16
39,18.659,2.05,7.9851,2021-09-23
40,19.189,2.101,8.0107,2021-09-30
41,18.741,1.488,7.6767,2021-10-07
42,19.187,1.605,7.6664,2021-10-14
43,18.713,1.568,7.6121,2021-10-21
44,18.775,1.573,7.7151,2021-10-28
45,18.669,1.315,7.6615,2021-11-04
46,18.558,1.801,7.7366,2021-11-11
47,18.554,1.656,7.6419,2021-11-18
48,18.722,1.63,7.6033,2021-11-25
49,19.011,1.769,7.8938,2021-12-02
50,18.905,1.549,7.9666,2021-12-09
51,18.94,1.393,7.902,2021-12-16
52,18.754,1.755,7.8927,2021-12-23
53,18.963,1.48,7.712,2021-12-30
54,18.681,1.686,7.8488,2022-01-06
55,18.815,1.902,7.7515,2022-01-13
56,19.069,1.437,7.6803,2022-01-20
57,18.698,1.476,7.7403,2022-01-27
58,19.338,1.476,7.6435,2022-02-03
59,18.288,1.65,7.5886,2022-02-10
60,18.493,1.381,7.6226,2022-02-17
61,18.909,1.374,7.5282,2022-02-24
62,19.027,1.408,7.5396,2022-03-03
63,19.003,1.35,7.3986,2022-03-10
64,18.482,1.237,7.4322,2022-03-17
65,18.605,0.869,7.3708,2022-03-24
66,19.208,1.362,7.5292,2022-03-31
67,19.344,1.314,7.5409,2022-04-07
68,18.713,0.942,7.2807,2022-04-14
69,18.436,0.937,7.265,2022-04-21
70,19.158,1.158,7.2594,2022-04-28
71,18.407,1.22,7.324,2022-05-05
