week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,11.09,1.956,5.4674,2020-12-31
2,11.36,2.097,5.4963,2021-01-07
3,11.038,2.002,5.4791,2021-01-14
4,11.201,2.257,5.5951,2021-01-21
5,10.905,1.87,5.4431,2021-01-28
6,10.988,1.827,5.3272,2021-02-04
7,10.979,1.732,5.3271,2021-02-11
8,11.152,1.572,5.2191,2021-02-18
9,11.089,1.416,5.2693,2021-02-25
10,10.9,1.762,5.2136,2021-03-04
11,11.289,1.613,5.3006,2021-03-11
12,11.117,1.65,5.1041,2021-03-18
13,11.072,1.297,5.1168,2021-03-25
14,10.982,1.378,5.1085,2021-04-01
15,11.292,1.477,5.0987,2021-04-08
16,11.252,1.266,5.0027,2021-04-15
17,11.129,1.182,5.1211,2021-04-22
18,11.446,1.663,5.1765,2021-04-29
19,11.221,1.348,5.0519,2021-05-06
20,11.343,1.674,5.1146,2021-05-13
21,11.201,1.175,5.0128,2021-05-20
22,11.094,1.404,5.0943,2021-05-27
23,11.519,1.342,5.1598,2021-06-03
24,11.753,1.588,5.3852,2021-06-10
25,11.538,2.109,5.5846,2021-06-17
26,11.418,2.112,5.4671,2021-06-24
27,11.798,2.041,5.5695,2021-07-01
28,11.916,2.556,5.9673,2021-07-08
29,12.523,2.867,6.1985,2021-07-15
30,12.326,2.831,6.0908,2021-07-22
31,12.037,2.495,6.0665,2021-07-29
32,12.281,2.002,5.9599,2021-08-05
33,12.469,2.812,6.4199,2021-08-12
34,11.798,2.463,5.8702,2021-08-19
35,12.433,2.747,6.1603,2021-08-26
36,12.037,2.71,6.1214,2021-09-02
37,12.351,2.713,6.3079,2021-09-09
38,12.196,1.888,5.8293,2021-09-16
39,11.435,2.505,5.8007,2021-09-23
40,11.715,2.568,5.8215,2021-09-30
41,11.068,1.819,5.4467,2021-10-07
42,11.462,1.961,5.4137,2021-10-14
43,11.192,1.917,5.3731,2021-10-21
44,11.126,1.923,5.4703,2021-10-28
45,11.115,1.607,5.3962,2021-11-04
46,11.116,2.201,5.5214,2021-11-11
47,11.016,2.024,5.4211,2021-11-18
48,10.997,1.992,5.3712,2021-11-25
49,11.409,2.162,5.6793,2021-12-02
50,11.364,1.893,5.7775,2021-12-09
51,11.464,1.703,5.6826,2021-12-16
52,11.227,2.145,5.7094,2021-12-23
53,11.435,1.809,5.515,2021-12-30
54,11.189,2.061,5.59,2022-01-06
55,11.072,2.325,5.5411,2022-01-13
56,11.151,1.756,5.4374,2022-01-20
57,11.192,1.804,5.5272,2022-01-27
58,11.518,1.804,5.3972,2022-02-03
59,10.892,2.016,5.373,2022-02-10
60,11.048,1.688,5.3861,2022-02-17
61,11.266,1.679,5.2706,2022-02-24
62,11.096,1.721,5.2711,2022-03-03
63,11.3,1.65,5.1488,2022-03-10
64,11.29,1.511,5.1818,2022-03-17
65,10.928,1.063,5.1234,2022-03-24
66,11.448,1.665,5.2815,2022-03-31
67,11.898,1.605,5.3002,2022-04-07
68,11.004,1.152,5.0022,2022-04-14
69,10.902,1.145,4.9893,2022-04-21
70,11.305,1.416,4.9878,2022-04-28
71,10.932,1.492,5.0478,2022-05-05
72,11.347,1.612,5.1618,2022-05-12
73,11.032,1.308,5.2371,2022-05-19
74,11.135,1.085,5.0569,2022-05-26
