week_number,weekly_max_temperature,weekly_min_temperature,weekly_avg_temperature,weekly_max_irradiance,weekly_min_irradiance,weekly_avg_irradiance,weekly_max_cloud_cover,weekly_min_cloud_cover,weekly_avg_cloud_cover
1,23.5,4.2,12.71,836.0,0.0,213.42,100,0,30.74
2,15.6,3.8,10.2,776.0,0.0,177.2,100,0,66.38
3,19.0,1.9,10.73,880.0,0.0,215.46,100,0,43.1
4,28.4,4.7,12.61,938.0,0.0,240.64,100,0,29.86
5,29.2,8.4,17.21,971.0,0.0,280.43,100,0,24.74
6,24.5,10.6,16.81,954.0,0.0,279.51,100,0,47.1
7,29.8,9.8,15.16,1000.0,0.0,249.36,100,0,61.93
8,28.0,10.9,15.46,1004.0,0.0,221.16,100,0,63.63
9,31.5,6.7,16.69,1008.0,0.0,273.38,100,0,43.64
10,25.1,11.8,17.49,1001.0,0.0,308.75,100,0,36.3
11,22.6,11.5,16.84,1003.0,0.0,273.2,100,0,60.82
12,22.9,8.4,16.31,1015.0,0.0,286.56,100,0,51.25
13,28.6,10.9,18.49,1028.0,0.0,331.3,100,0,32.51
14,25.5,12.8,18.56,1004.0,0.0,325.33,100,0,37.41
15,28.5,11.9,19.06,1031.0,0.0,325.12,100,0,37.96
16,34.9,15.4,22.99,1008.0,0.0,326.77,100,0,32.83
17,28.9,14.6,20.61,1010.0,0.0,305.38,100,0,38.14
18,28.1,15.9,21.61,979.0,0.0,310.02,100,0,36.91
19,29.5,15.2,22.49,1007.0,0.0,325.9,100,0,25.19
20,28.7,16.8,22.78,960.0,0.0,316.73,97,0,20.22
21,30.4,17.4,23.38,967.0,0.0,291.32,100,0,58.06
22,29.6,15.9,22.56,976.0,0.0,294.17,100,0,38.79
23,31.6,15.8,23.08,979.0,0.0,317.7,100,0,15.21
24,30.9,16.7,24.22,954.0,0.0,283.06,100,0,15.95
25,30.9,18.0,22.34,917.0,0.0,219.79,100,0,60.26
26,33.0,15.2,23.75,935.0,0.0,285.91,100,0,18.67
27,33.0,16.4,22.96,916.0,0.0,260.87,100,0,41.82
28,32.5,18.1,24.84,880.0,0.0,262.29,100,0,16.64
29,30.1,13.9,20.94,901.0,0.0,261.89,100,0,40.45
30,32.5,14.1,22.53,868.0,0.0,231.47,100,0,35.2
31,34.3,12.8,21.71,855.0,0.0,218.24,100,0,45.81
32,29.0,9.9,18.94,793.0,0.0,152.3,100,0,65.78
33,31.4,4.8,16.69,784.0,0.0,202.53,100,0,9.37
34,22.6,7.5,15.09,721.0,0.0,165.96,100,0,44.27
35,31.0,8.2,17.54,683.0,0.0,161.68,100,0,33.06
36,25.6,10.2,16.79,660.0,0.0,160.22,100,0,39.33
37,32.5,9.9,19.13,651.0,0.0,168.29,100,0,15.52
38,29.4,8.1,16.21,648.0,0.0,149.52,100,0,64.51
39,29.4,7.2,17.08,631.0,0.0,152.69,100,0,16.14
40,26.1,8.9,15.61,599.0,0.0,142.95,100,0,27.34
41,20.7,2.5,11.99,582.0,0.0,108.23,100,0,45.62
42,19.0,0.9,9.47,592.0,0.0,110.13,100,0,43.21
43,18.0,1.6,11.53,589.0,0.0,85.84,100,0,85.65
44,16.5,3.2,9.89,590.0,0.0,86.51,100,0,61.46
45,21.5,0.5,11.22,595.0,0.0,140.93,100,0,32.74
46,24.6,6.0,15.92,605.0,0.0,108.27,100,0,81.92
47,22.0,4.4,13.16,629.0,0.0,137.76,100,0,31.89
48,21.0,2.5,12.85,675.0,0.0,155.35,100,0,31.76
49,23.1,0.1,11.47,707.0,0.0,168.72,100,0,25.48
50,30.5,4.9,17.84,757.0,0.0,200.2,99,0,6.49
51,25.7,2.0,12.31,769.0,0.0,192.03,100,0,24.59
52,22.1,-1.1,9.24,812.0,0.0,181.32,100,0,48.39
53,26.4,3.5,13.34,826.0,0.0,207.01,100,0,39.95
54,23.2,0.3,11.76,871.0,0.0,240.06,100,0,14.6
55,24.9,6.1,15.04,885.0,0.0,247.85,100,0,37.19
56,30.0,8.3,17.32,908.0,0.0,268.42,100,0,43.4
