week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,3.855,1.605,2.7517,2020-12-31
2,3.723,1.597,2.6863,2021-01-07
3,3.661,1.73,2.6539,2021-01-14
4,4.058,1.789,2.7828,2021-01-21
5,3.705,1.514,2.6967,2021-01-28
6,3.756,1.444,2.5688,2021-02-04
7,3.511,1.411,2.5711,2021-02-11
8,3.523,1.257,2.4776,2021-02-18
9,3.825,1.097,2.5075,2021-02-25
10,3.62,1.421,2.4509,2021-03-04
11,3.67,1.281,2.5412,2021-03-11
12,3.433,1.347,2.3633,2021-03-18
13,3.571,1.132,2.3704,2021-03-25
14,3.566,1.076,2.3638,2021-04-01
15,3.448,1.186,2.346,2021-04-08
16,3.647,1.031,2.2838,2021-04-15
17,3.3,0.95,2.3753,2021-04-22
18,3.754,1.41,2.4023,2021-04-29
19,3.356,1.099,2.3274,2021-05-06
20,3.351,1.425,2.3908,2021-05-13
21,3.699,0.971,2.2922,2021-05-20
22,3.602,1.151,2.3451,2021-05-27
23,3.661,1.139,2.4242,2021-06-03
24,4.651,1.328,2.6071,2021-06-10
25,3.958,1.741,2.7704,2021-06-17
26,3.978,1.666,2.6935,2021-06-24
27,3.891,1.765,2.7549,2021-07-01
28,4.244,2.127,3.0801,2021-07-08
29,4.648,2.29,3.3214,2021-07-15
30,4.482,2.393,3.1953,2021-07-22
31,4.625,2.059,3.2038,2021-07-29
32,4.864,1.766,3.0999,2021-08-05
33,4.865,2.384,3.5168,2021-08-12
34,4.703,2.076,3.054,2021-08-19
35,4.926,2.32,3.2596,2021-08-26
36,4.708,2.109,3.227,2021-09-02
37,5.07,2.23,3.3741,2021-09-09
38,4.987,1.484,2.9866,2021-09-16
39,4.361,2.066,2.9668,2021-09-23
40,4.298,2.152,2.9836,2021-09-30
41,3.663,1.454,2.6634,2021-10-07
42,3.607,1.596,2.6052,2021-10-14
43,3.671,1.515,2.5929,2021-10-21
44,3.727,1.625,2.6516,2021-10-28
45,3.642,1.372,2.5904,2021-11-04
46,4.146,1.813,2.7179,2021-11-11
47,3.561,1.684,2.6443,2021-11-18
48,3.734,1.696,2.5875,2021-11-25
49,4.766,1.716,2.8504,2021-12-02
50,4.204,1.459,2.9377,2021-12-09
51,4.009,1.46,2.8726,2021-12-16
52,3.975,1.675,2.904,2021-12-23
53,3.909,1.434,2.7445,2021-12-30
54,3.737,1.705,2.7426,2022-01-06
55,3.931,1.885,2.7272,2022-01-13
56,3.754,1.497,2.6418,2022-01-20
57,3.862,1.462,2.7455,2022-01-27
58,3.517,1.461,2.6137,2022-02-03
59,3.731,1.633,2.6319,2022-02-10
60,3.829,1.311,2.6235,2022-02-17
61,3.618,1.404,2.5197,2022-02-24
62,3.475,1.366,2.4991,2022-03-03
63,3.55,1.313,2.4085,2022-03-10
64,4.111,1.218,2.4404,2022-03-17
65,3.675,0.894,2.405,2022-03-24
66,3.573,1.412,2.5133,2022-03-31
67,4.434,1.316,2.5578,2022-04-07
68,3.571,0.899,2.2872,2022-04-14
69,3.632,0.979,2.2714,2022-04-21
70,3.271,1.055,2.2597,2022-04-28
71,3.358,1.302,2.3128,2022-05-05
72,4.0,1.258,2.4127,2022-05-12
73,3.336,1.094,2.4684,2022-05-19
74,3.468,0.922,2.3422,2022-05-26
75,3.74,1.119,2.49,2022-06-02
76,3.661,1.491,2.6371,2022-06-09
77,4.112,1.054,2.6379,2022-06-16
78,4.628,1.724,3.1156,2022-06-23
79,4.498,1.319,2.8134,2022-06-30
80,4.011,1.712,2.8252,2022-07-07
81,4.756,1.974,3.0762,2022-07-14
82,4.222,1.87,3.0531,2022-07-21
83,4.734,2.441,3.3151,2022-07-28
84,5.341,2.403,3.5958,2022-08-04
85,5.127,2.851,3.773,2022-08-11
86,4.696,2.153,3.4195,2022-08-18
87,5.571,2.184,3.5451,2022-08-25
88,6.3,3.1,4.5046,2022-09-01
89,5.65,2.556,3.9446,2022-09-08
90,4.28,1.587,2.9563,2022-09-15
91,5.201,2.338,3.4357,2022-09-22
92,4.208,1.741,3.0863,2022-09-29
93,4.158,2.171,3.107,2022-10-06
94,4.787,2.179,3.0499,2022-10-13
95,4.262,1.419,2.8254,2022-10-20
96,3.592,1.644,2.6781,2022-10-27
97,3.633,1.468,2.6988,2022-11-03
98,3.727,1.477,2.6723,2022-11-10
99,3.678,1.671,2.6938,2022-11-17
100,3.948,1.442,2.6233,2022-11-24
101,3.953,1.625,2.8199,2022-12-01
102,4.103,1.57,2.9751,2022-12-08
103,3.927,1.783,2.9777,2022-12-15
104,3.822,1.541,2.7803,2022-12-22
105,3.9,2.099,2.8992,2022-12-29
106,4.023,1.445,2.865,2023-01-05
107,3.804,1.823,2.9388,2023-01-12
108,3.848,1.569,2.8194,2023-01-19
109,3.834,1.758,2.8227,2023-01-26
110,3.788,1.329,2.6825,2023-02-02
111,3.962,1.172,2.6573,2023-02-09
112,3.73,1.382,2.6805,2023-02-16
113,3.905,1.347,2.8631,2023-02-23
114,3.62,1.334,2.6165,2023-03-02
115,3.677,1.42,2.6965,2023-03-09
116,3.61,1.038,2.6095,2023-03-16
117,3.438,1.128,2.4871,2023-03-23
118,3.48,0.766,2.3993,2023-03-30
119,3.276,0.739,2.3043,2023-04-06
120,3.4,0.994,2.4623,2023-04-13
121,3.376,0.843,2.3236,2023-04-20
122,3.468,0.881,2.3366,2023-04-27
123,3.396,0.633,2.2583,2023-05-04
124,3.405,0.955,2.3855,2023-05-11
125,3.295,0.799,2.5415,2023-05-18
126,3.937,1.032,2.3798,2023-05-25
127,3.683,0.503,2.3868,2023-06-01
128,3.478,1.304,2.5018,2023-06-08
129,3.687,1.287,2.4989,2023-06-15
130,3.519,0.741,2.3178,2023-06-22
131,3.608,1.2,2.4888,2023-06-29
132,4.39,1.031,2.6193,2023-07-06
133,4.592,1.826,3.2214,2023-07-13
134,5.01,2.073,3.2922,2023-07-20
135,4.676,2.332,3.4452,2023-07-27
136,4.405,1.836,3.1669,2023-08-03
137,4.88,1.725,3.2502,2023-08-10
138,4.454,2.112,3.1943,2023-08-17
139,5.467,1.629,3.3555,2023-08-24
140,4.452,1.43,3.1422,2023-08-31
141,5.214,2.042,3.4675,2023-09-07
142,4.089,1.7,2.921,2023-09-14
143,3.758,1.283,2.8055,2023-09-21
144,3.994,1.311,2.6909,2023-09-28
145,4.279,1.772,2.9788,2023-10-05
146,4.159,1.145,2.7508,2023-10-12
147,4.161,1.076,2.8613,2023-10-19
148,3.741,1.083,2.6268,2023-10-26
149,3.807,1.528,2.6728,2023-11-02
150,3.813,1.304,2.6781,2023-11-09
151,3.756,1.733,2.7172,2023-11-16
152,3.715,1.291,2.6259,2023-11-23
153,3.791,1.407,2.8034,2023-11-30
154,4.016,1.62,2.8258,2023-12-07
155,4.037,1.907,2.8672,2023-12-14
156,3.857,1.902,2.7592,2023-12-21
157,3.753,1.847,2.7593,2023-12-28
158,3.878,1.45,2.8971,2024-01-04
159,3.625,1.723,2.8244,2024-01-11
160,3.886,1.863,2.8652,2024-01-18
161,3.597,1.49,2.599,2024-01-25
162,3.873,1.348,2.9166,2024-02-01
163,3.757,1.367,2.684,2024-02-08
164,3.675,1.145,2.6704,2024-02-15
165,3.578,1.41,2.6392,2024-02-22
166,3.555,1.545,2.6246,2024-02-29
167,3.599,1.1,2.5037,2024-03-07
168,3.42,0.967,2.4623,2024-03-14
169,3.302,1.265,2.4381,2024-03-21
170,3.568,1.217,2.4921,2024-03-28
171,3.714,1.052,2.379,2024-04-04
172,3.379,1.078,2.3768,2024-04-11
173,3.352,0.928,2.3939,2024-04-18
174,3.45,1.021,2.3733,2024-04-25
175,3.341,0.848,2.3465,2024-05-02
176,3.457,0.951,2.3662,2024-05-09
177,3.335,0.696,2.3323,2024-05-16
178,3.406,0.744,2.3061,2024-05-23
179,3.348,0.92,2.3792,2024-05-30
180,3.474,1.099,2.4664,2024-06-06
181,3.584,0.814,2.4019,2024-06-13
182,4.414,1.516,2.9387,2024-06-20
183,4.083,1.342,2.7956,2024-06-27
184,4.312,1.703,2.9962,2024-07-04
185,4.17,1.848,3.0201,2024-07-11
186,4.821,2.136,3.2893,2024-07-18
187,5.209,1.663,3.2106,2024-07-25
188,5.028,2.168,3.4427,2024-08-01
189,5.085,1.999,3.4178,2024-08-08
190,5.216,1.836,3.4179,2024-08-15
191,4.456,1.607,3.1524,2024-08-22
192,5.396,1.835,3.2114,2024-08-29
193,6.333,2.477,4.2898,2024-09-05
194,3.94,1.784,2.8911,2024-09-12
195,3.908,1.571,2.8065,2024-09-19
196,4.022,1.244,2.7736,2024-09-26
197,4.297,1.679,2.9726,2024-10-03
198,4.069,1.506,2.8753,2024-10-10
199,4.126,1.461,2.7812,2024-10-17
200,3.768,1.746,2.8186,2024-10-24
201,3.808,1.643,2.7205,2024-10-31
202,3.74,1.443,2.6324,2024-11-08
203,3.686,1.588,2.7483,2024-11-15
204,3.676,1.659,2.7526,2024-11-22
205,3.694,1.554,2.7527,2024-11-29
206,3.886,1.633,2.8489,2024-12-06
207,3.971,1.895,2.9237,2024-12-13
208,3.761,1.684,2.8496,2024-12-20
209,3.806,1.799,2.8685,2024-12-27
210,3.893,1.852,2.8832,2025-01-03
211,3.75,1.394,2.8318,2025-01-10
212,3.835,1.499,2.8053,2025-01-17
213,3.9,1.709,2.8991,2025-01-24
214,3.722,1.523,2.8017,2025-01-31
215,4.006,1.375,2.9362,2025-02-07
216,3.66,1.37,2.6407,2025-02-14
217,3.632,1.449,2.5926,2025-02-21
218,3.707,1.757,2.7065,2025-02-28
219,3.725,1.304,2.7951,2025-03-07
220,3.714,1.424,2.6025,2025-03-14
221,3.487,1.182,2.4918,2025-03-21
222,3.473,1.458,2.5802,2025-03-28
223,3.452,1.037,2.3942,2025-04-04
224,3.444,1.194,2.5199,2025-04-11
225,3.332,1.215,2.384,2025-04-18
226,3.246,1.248,2.41,2025-04-25
227,3.529,1.386,2.6427,2025-05-02
228,4.176,1.22,2.5574,2025-05-09
229,3.743,1.567,2.5907,2025-05-16
230,3.498,1.368,2.559,2025-05-23
231,3.727,1.975,2.895,2025-05-30
232,3.48,1.649,2.6869,2025-06-06
233,4.191,1.651,2.8081,2025-06-13
234,3.732,1.147,2.6104,2025-06-20
235,3.92,1.564,2.8511,2025-06-27
236,4.27,1.348,2.9247,2025-07-04
237,4.116,1.439,3.0118,2025-07-11
238,4.126,1.695,3.0345,2025-07-18
239,4.044,1.403,2.8702,2025-07-25
240,4.732,1.635,3.0993,2025-08-01
241,4.348,2.229,3.2289,2025-08-08
242,4.909,1.746,3.2436,2025-08-15
243,5.081,2.697,3.8365,2025-08-22
244,5.32,2.721,3.8744,2025-08-29
245,4.843,2.466,3.4941,2025-09-05
246,5.434,2.105,3.4982,2025-09-12
247,5.125,2.494,3.529,2025-09-19
248,4.1,1.857,3.1509,2025-09-26
249,3.985,1.59,2.9708,2025-10-03
250,3.926,2.047,3.0249,2025-10-10
251,3.804,1.947,2.8451,2025-10-17
252,4.065,1.864,2.9364,2025-10-24
253,4.582,1.783,2.9722,2025-10-31
254,3.874,1.779,2.9507,2025-11-07
255,3.964,2.04,2.9129,2025-11-14
256,3.698,1.778,2.8931,2025-11-21
257,3.732,1.938,2.8432,2025-11-28
258,3.822,1.705,2.968,2025-12-05
259,3.941,2.265,3.0237,2025-12-12
260,3.942,2.35,3.0481,2025-12-19
261,3.648,2.27,2.9946,2025-12-26
262,4.061,2.367,3.0589,2026-01-02
263,3.92,2.139,3.0875,2026-01-09
264,4.246,2.332,3.0504,2026-01-16
265,4.195,2.406,2.9388,2026-01-23
