week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,3.959,1.62,2.8637,2020-12-31
2,3.829,1.753,2.8174,2021-01-07
3,3.878,1.789,2.7597,2021-01-14
4,4.173,1.945,2.9056,2021-01-21
5,3.915,1.563,2.814,2021-01-28
6,3.699,1.487,2.6683,2021-02-04
7,3.797,1.477,2.6973,2021-02-11
8,3.744,1.399,2.5851,2021-02-18
9,3.995,1.109,2.6258,2021-02-25
10,3.766,1.493,2.5677,2021-03-04
11,3.792,1.284,2.6625,2021-03-11
12,3.488,1.364,2.4671,2021-03-18
13,3.674,1.181,2.471,2021-03-25
14,3.742,1.15,2.4695,2021-04-01
15,3.578,1.241,2.4529,2021-04-08
16,3.85,1.103,2.3896,2021-04-15
17,3.457,1.006,2.4784,2021-04-22
18,3.896,1.514,2.5341,2021-04-29
19,3.584,1.165,2.4233,2021-05-06
20,3.544,1.418,2.4887,2021-05-13
21,3.735,0.948,2.3998,2021-05-20
22,3.665,1.155,2.453,2021-05-27
23,3.787,1.173,2.5159,2021-06-03
24,4.993,1.361,2.7254,2021-06-10
25,3.991,1.747,2.8962,2021-06-17
26,4.049,1.729,2.8239,2021-06-24
27,4.008,1.839,2.8759,2021-07-01
28,4.346,2.319,3.2346,2021-07-08
29,4.911,2.498,3.4776,2021-07-15
30,4.617,2.488,3.3383,2021-07-22
31,4.951,2.133,3.3454,2021-07-29
32,5.272,1.755,3.2389,2021-08-05
33,5.32,2.339,3.6759,2021-08-12
34,4.782,2.046,3.189,2021-08-19
35,5.192,2.282,3.4095,2021-08-26
36,4.897,2.301,3.3766,2021-09-02
37,5.219,2.318,3.5519,2021-09-09
38,5.161,1.604,3.1236,2021-09-16
39,4.572,2.224,3.0987,2021-09-23
40,4.32,2.077,3.1158,2021-09-30
41,3.825,1.524,2.7701,2021-10-07
42,3.859,1.691,2.7205,2021-10-14
43,3.774,1.58,2.7011,2021-10-21
44,3.921,1.658,2.7785,2021-10-28
45,3.743,1.476,2.7023,2021-11-04
46,4.21,1.871,2.8394,2021-11-11
47,3.862,1.794,2.7588,2021-11-18
48,3.986,1.806,2.7243,2021-11-25
49,4.989,1.782,2.9791,2021-12-02
50,4.233,1.567,3.0873,2021-12-09
51,4.163,1.571,3.0066,2021-12-16
