week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,3.92,2.169,3.0347,2020-12-31
2,3.948,2.17,3.0073,2021-01-07
3,4.351,2.206,2.9659,2021-01-14
4,4.394,2.355,3.0981,2021-01-21
5,4.254,2.108,3.0064,2021-01-28
6,4.171,1.847,2.8343,2021-02-04
7,3.956,1.865,2.8677,2021-02-11
8,3.517,1.737,2.7173,2021-02-18
9,4.744,1.4,2.7788,2021-02-25
10,3.705,1.951,2.7122,2021-03-04
11,4.06,1.591,2.8232,2021-03-11
12,3.715,1.785,2.5996,2021-03-18
13,3.767,1.494,2.619,2021-03-25
14,3.535,1.476,2.5977,2021-04-01
15,3.729,1.597,2.6005,2021-04-08
16,3.624,1.416,2.5162,2021-04-15
17,3.822,1.266,2.6279,2021-04-22
18,3.917,1.955,2.6744,2021-04-29
19,3.478,1.444,2.5652,2021-05-06
20,3.539,1.853,2.6571,2021-05-13
21,3.595,1.212,2.5226,2021-05-20
22,3.549,1.483,2.5911,2021-05-27
23,3.925,1.482,2.6753,2021-06-03
24,4.898,1.679,2.8789,2021-06-10
25,4.198,2.32,3.0696,2021-06-17
26,3.91,2.213,3.001,2021-06-24
27,3.938,2.306,3.0454,2021-07-01
28,4.508,2.53,3.4378,2021-07-08
29,5.127,2.638,3.7156,2021-07-15
30,4.962,2.619,3.5805,2021-07-22
31,5.046,2.341,3.5756,2021-07-29
32,5.737,2.215,3.461,2021-08-05
33,5.745,2.648,3.9397,2021-08-12
34,4.919,2.585,3.3967,2021-08-19
35,5.361,2.617,3.6609,2021-08-26
36,5.363,2.6,3.6051,2021-09-02
37,5.883,2.644,3.7899,2021-09-09
38,6.062,1.953,3.321,2021-09-16
39,5.128,2.495,3.3376,2021-09-23
40,4.917,2.415,3.3444,2021-09-30
41,4.44,1.976,2.9552,2021-10-07
42,3.991,2.109,2.9079,2021-10-14
43,4.094,2.086,2.8866,2021-10-21
44,4.012,2.204,2.9607,2021-10-28
45,3.934,1.874,2.876,2021-11-04
46,4.831,2.206,3.0253,2021-11-11
47,4.32,2.153,2.9577,2021-11-18
48,4.345,2.194,2.8925,2021-11-25
49,6.126,2.322,3.1871,2021-12-02
50,4.807,1.916,3.2983,2021-12-09
51,4.665,2.006,3.1985,2021-12-16
52,4.705,2.309,3.2439,2021-12-23
53,4.126,1.847,3.0553,2021-12-30
54,4.206,2.202,3.0555,2022-01-06
55,4.396,2.288,3.0574,2022-01-13
56,4.014,1.953,2.9576,2022-01-20
57,4.058,1.971,3.0597,2022-01-27
58,3.842,1.897,2.8845,2022-02-03
59,3.957,2.218,2.9334,2022-02-10
60,4.026,1.885,2.8859,2022-02-17
61,3.794,1.792,2.7775,2022-02-24
62,3.63,1.909,2.7421,2022-03-03
63,3.996,1.769,2.6554,2022-03-10
64,4.04,1.637,2.7008,2022-03-17
65,3.741,1.254,2.6562,2022-03-24
66,3.732,1.919,2.7902,2022-03-31
67,4.743,1.698,2.8196,2022-04-07
68,3.5,1.216,2.5043,2022-04-14
69,3.697,1.296,2.4957,2022-04-21
70,3.494,1.412,2.5019,2022-04-28
71,3.463,1.699,2.5339,2022-05-05
72,3.862,1.723,2.6636,2022-05-12
73,3.827,1.435,2.7548,2022-05-19
74,3.631,1.151,2.5759,2022-05-26
75,3.804,1.476,2.75,2022-06-02
76,3.961,1.977,2.9155,2022-06-09
77,4.238,1.432,2.9105,2022-06-16
78,4.654,2.312,3.4598,2022-06-23
79,4.239,1.748,3.1288,2022-06-30
80,4.221,2.107,3.141,2022-07-07
81,4.696,2.551,3.4368,2022-07-14
82,4.554,2.359,3.421,2022-07-21
83,4.856,2.646,3.719,2022-07-28
84,5.818,2.8,4.0092,2022-08-04
85,5.365,3.148,4.2143,2022-08-11
86,4.897,2.643,3.8152,2022-08-18
87,5.728,2.83,3.9625,2022-08-25
88,7.091,3.245,5.0149,2022-09-01
89,7.116,3.044,4.4286,2022-09-08
90,4.39,2.084,3.2748,2022-09-15
91,5.39,2.676,3.8555,2022-09-22
92,4.728,2.33,3.45,2022-09-29
93,4.726,2.629,3.4816,2022-10-06
94,5.027,2.45,3.4117,2022-10-13
95,4.3,1.873,3.153,2022-10-20
96,4.258,2.129,2.9966,2022-10-27
97,4.597,1.988,3.0212,2022-11-03
98,3.824,1.976,2.9607,2022-11-10
99,4.09,2.245,3.002,2022-11-17
100,4.215,1.856,2.9075,2022-11-24
101,4.213,2.193,3.1376,2022-12-01
102,4.624,1.967,3.3214,2022-12-08
103,4.788,2.45,3.3261,2022-12-15
104,4.516,2.061,3.0877,2022-12-22
105,4.415,2.391,3.249,2022-12-29
106,4.439,1.824,3.1973,2023-01-05
107,4.556,2.401,3.2843,2023-01-12
108,4.793,2.017,3.1232,2023-01-19
109,4.549,2.354,3.1393,2023-01-26
110,4.508,1.702,2.9672,2023-02-02
111,4.222,1.647,2.9235,2023-02-09
112,4.251,1.803,2.9678,2023-02-16
113,4.434,1.743,3.2113,2023-02-23
114,4.326,1.805,2.8971,2023-03-02
115,4.488,1.47,3.0055,2023-03-09
116,4.846,1.32,2.9032,2023-03-16
117,4.263,1.317,2.7646,2023-03-23
118,4.133,0.994,2.6541,2023-03-30
119,4.019,0.973,2.5498,2023-04-06
120,4.218,1.029,2.7348,2023-04-13
121,3.707,1.108,2.5741,2023-04-20
122,3.73,1.174,2.5788,2023-04-27
123,3.749,0.801,2.4867,2023-05-04
124,4.246,1.254,2.6526,2023-05-11
125,3.826,1.107,2.8529,2023-05-18
126,4.037,1.212,2.6447,2023-05-25
127,3.838,0.69,2.6348,2023-06-01
128,4.096,1.617,2.7765,2023-06-08
129,3.808,1.514,2.7687,2023-06-15
130,3.763,1.022,2.5549,2023-06-22
131,4.064,1.559,2.7349,2023-06-29
