week_number,weekly_aggregated_max_load,weekly_aggregated_min_load,weekly_aggregated_avg_load,week_start_date
1,2.762,0.784,1.8601,2020-12-31
2,2.682,0.843,1.8025,2021-01-07
3,2.646,0.874,1.758,2021-01-14
4,3.034,0.933,1.8603,2021-01-21
5,2.666,0.796,1.8017,2021-01-28
6,2.66,0.683,1.7164,2021-02-04
7,2.7,0.703,1.7283,2021-02-11
8,2.628,0.665,1.6633,2021-02-18
9,2.794,0.512,1.6863,2021-02-25
10,2.779,0.736,1.6578,2021-03-04
11,2.694,0.752,1.6969,2021-03-11
12,2.458,0.688,1.5784,2021-03-18
13,2.525,0.591,1.5996,2021-03-25
14,2.588,0.586,1.5939,2021-04-01
15,2.473,0.604,1.5822,2021-04-08
16,2.513,0.53,1.5393,2021-04-15
17,2.393,0.512,1.5918,2021-04-22
18,2.765,0.773,1.6247,2021-04-29
19,2.474,0.609,1.5623,2021-05-06
20,2.42,0.739,1.5968,2021-05-13
21,2.571,0.489,1.5511,2021-05-20
22,2.545,0.585,1.581,2021-05-27
23,2.529,0.607,1.6232,2021-06-03
24,3.583,0.654,1.7605,2021-06-10
25,2.914,0.852,1.8585,2021-06-17
26,2.71,0.859,1.8045,2021-06-24
27,2.846,0.896,1.8391,2021-07-01
28,3.13,1.163,2.0522,2021-07-08
29,3.443,1.165,2.2123,2021-07-15
30,3.141,1.253,2.1135,2021-07-22
31,3.579,1.082,2.1409,2021-07-29
32,3.716,0.867,2.0719,2021-08-05
33,3.672,1.18,2.346,2021-08-12
34,3.418,1.083,2.03,2021-08-19
35,3.695,1.129,2.1823,2021-08-26
36,3.685,1.109,2.1561,2021-09-02
37,3.611,1.171,2.2517,2021-09-09
38,3.621,0.758,2.0,2021-09-16
39,3.367,1.047,1.9658,2021-09-23
40,3.17,1.079,1.9955,2021-09-30
41,2.686,0.744,1.7781,2021-10-07
42,2.64,0.812,1.7485,2021-10-14
43,2.732,0.804,1.7304,2021-10-21
44,2.798,0.822,1.7837,2021-10-28
45,2.717,0.671,1.7489,2021-11-04
46,2.961,0.894,1.8064,2021-11-11
47,2.663,0.859,1.7631,2021-11-18
48,2.761,0.859,1.7356,2021-11-25
49,2.88,0.865,1.8931,2021-12-02
50,2.905,0.798,1.9613,2021-12-09
51,2.951,0.75,1.9265,2021-12-16
52,2.883,0.864,1.926,2021-12-23
53,2.914,0.745,1.8506,2021-12-30
54,2.722,0.848,1.8385,2022-01-06
55,2.72,0.943,1.8128,2022-01-13
56,2.74,0.725,1.7758,2022-01-20
57,2.724,0.754,1.8308,2022-01-27
58,2.695,0.711,1.7557,2022-02-03
59,2.645,0.897,1.7556,2022-02-10
60,2.908,0.696,1.7528,2022-02-17
61,2.707,0.691,1.7011,2022-02-24
62,2.563,0.735,1.6869,2022-03-03
63,2.508,0.67,1.6261,2022-03-10
64,2.864,0.663,1.6457,2022-03-17
65,2.632,0.487,1.6181,2022-03-24
66,2.734,0.737,1.6737,2022-03-31
67,3.396,0.692,1.7179,2022-04-07
68,2.616,0.496,1.5425,2022-04-14
69,2.673,0.455,1.5348,2022-04-21
70,2.413,0.539,1.5359,2022-04-28
71,2.495,0.678,1.5632,2022-05-05
72,2.762,0.653,1.6335,2022-05-12
73,2.561,0.525,1.6644,2022-05-19
74,2.537,0.442,1.5727,2022-05-26
75,2.706,0.564,1.6803,2022-06-02
76,2.843,0.772,1.7753,2022-06-09
77,2.982,0.545,1.764,2022-06-16
78,3.281,0.854,2.0942,2022-06-23
79,3.075,0.734,1.8828,2022-06-30
80,2.921,0.825,1.9056,2022-07-07
81,3.399,1.065,2.0737,2022-07-14
82,3.087,0.988,2.0366,2022-07-21
83,3.356,1.289,2.2079,2022-07-28
84,3.834,1.111,2.3922,2022-08-04
85,3.727,1.426,2.5208,2022-08-11
86,3.706,1.186,2.2728,2022-08-18
87,4.0,1.112,2.38,2022-08-25
88,4.363,1.66,2.9735,2022-09-01
89,3.993,1.453,2.6025,2022-09-08
90,3.072,0.886,1.9683,2022-09-15
91,3.805,1.259,2.3043,2022-09-22
92,3.346,0.836,2.0585,2022-09-29
93,3.143,1.137,2.0834,2022-10-06
94,3.599,1.203,2.0187,2022-10-13
95,3.073,0.846,1.8839,2022-10-20
96,2.686,0.852,1.7958,2022-10-27
97,2.699,0.74,1.8028,2022-11-03
98,2.706,0.751,1.7928,2022-11-10
99,2.65,0.851,1.7895,2022-11-17
100,2.684,0.737,1.7537,2022-11-24
101,2.878,0.83,1.879,2022-12-01
102,2.924,0.763,1.9757,2022-12-08
103,2.807,0.893,1.9921,2022-12-15
104,2.907,0.845,1.8704,2022-12-22
105,2.811,1.034,1.9231,2022-12-29
106,2.868,0.781,1.9013,2023-01-05
107,2.836,1.091,1.9505,2023-01-12
108,2.74,0.796,1.8909,2023-01-19
109,2.803,0.899,1.8823,2023-01-26
110,2.672,0.767,1.7959,2023-02-02
111,2.88,0.637,1.7861,2023-02-09
112,2.842,0.722,1.8017,2023-02-16
113,2.842,0.689,1.9068,2023-02-23
114,2.671,0.726,1.7687,2023-03-02
115,2.676,0.836,1.7999,2023-03-09
116,2.614,0.645,1.7311,2023-03-16
117,2.534,0.636,1.6632,2023-03-23
118,2.471,0.438,1.6019,2023-03-30
119,2.454,0.386,1.5592,2023-04-06
120,2.492,0.575,1.636,2023-04-13
121,2.562,0.477,1.563,2023-04-20
122,2.434,0.454,1.5683,2023-04-27
123,2.477,0.367,1.5152,2023-05-04
124,2.478,0.515,1.6086,2023-05-11
125,2.52,0.442,1.7013,2023-05-18
126,2.8,0.575,1.6014,2023-05-25
127,2.797,0.323,1.6009,2023-06-01
128,2.584,0.717,1.6735,2023-06-08
129,2.562,0.725,1.6803,2023-06-15
130,2.551,0.407,1.5623,2023-06-22
131,2.654,0.624,1.6762,2023-06-29
132,3.336,0.512,1.7656,2023-07-06
133,3.396,1.01,2.1647,2023-07-13
134,3.658,1.028,2.1943,2023-07-20
135,3.559,1.147,2.297,2023-07-27
136,3.254,0.963,2.1302,2023-08-03
137,3.589,0.884,2.1629,2023-08-10
138,3.185,1.067,2.1218,2023-08-17
139,3.968,0.879,2.2378,2023-08-24
140,3.218,0.751,2.0943,2023-08-31
141,3.789,1.049,2.3048,2023-09-07
142,2.884,0.927,1.9448,2023-09-14
143,2.838,0.671,1.8742,2023-09-21
144,2.896,0.754,1.8091,2023-09-28
145,3.141,0.909,2.0001,2023-10-05
146,3.044,0.614,1.8508,2023-10-12
147,3.095,0.571,1.9082,2023-10-19
148,2.722,0.646,1.7721,2023-10-26
149,2.729,0.803,1.8011,2023-11-02
150,2.759,0.661,1.8021,2023-11-09
151,2.754,0.972,1.8174,2023-11-16
152,2.755,0.633,1.7569,2023-11-23
153,2.815,0.712,1.8781,2023-11-30
154,2.873,0.856,1.8898,2023-12-07
155,2.959,1.03,1.9111,2023-12-14
156,2.966,0.952,1.841,2023-12-21
157,2.845,0.961,1.843,2023-12-28
158,2.775,0.849,1.9289,2024-01-04
159,2.769,0.889,1.8807,2024-01-11
160,2.651,1.019,1.9049,2024-01-18
161,2.633,0.736,1.7459,2024-01-25
162,2.758,0.8,1.9416,2024-02-01
163,2.66,0.677,1.7929,2024-02-08
164,2.717,0.667,1.7875,2024-02-15
165,2.646,0.735,1.7566,2024-02-22
166,2.567,0.857,1.7527,2024-02-29
167,2.512,0.567,1.6831,2024-03-07
168,2.518,0.534,1.6475,2024-03-14
169,2.49,0.699,1.6326,2024-03-21
170,2.436,0.71,1.6622,2024-03-28
171,2.47,0.551,1.5956,2024-04-04
172,2.459,0.53,1.5925,2024-04-11
173,2.391,0.551,1.605,2024-04-18
174,2.534,0.592,1.5898,2024-04-25
175,2.636,0.496,1.5773,2024-05-02
176,2.502,0.535,1.5892,2024-05-09
177,2.44,0.392,1.5654,2024-05-16
178,2.414,0.456,1.5451,2024-05-23
179,2.475,0.516,1.5915,2024-05-30
180,2.488,0.591,1.646,2024-06-06
181,2.726,0.428,1.6116,2024-06-13
182,3.229,0.764,1.9702,2024-06-20
183,2.869,0.651,1.8926,2024-06-27
184,3.105,0.908,2.0249,2024-07-04
185,3.112,0.915,2.0228,2024-07-11
186,3.574,1.133,2.2076,2024-07-18
187,3.755,0.831,2.1488,2024-07-25
188,3.68,1.086,2.3067,2024-08-01
189,3.936,1.028,2.2883,2024-08-08
190,3.802,0.976,2.2938,2024-08-15
191,3.397,0.872,2.1082,2024-08-22
192,3.936,0.934,2.154,2024-08-29
193,4.928,1.369,2.8611,2024-09-05
194,2.887,0.986,1.9311,2024-09-12
195,2.883,0.85,1.8787,2024-09-19
196,3.088,0.595,1.8576,2024-09-26
197,3.083,0.906,1.991,2024-10-03
198,2.829,0.809,1.9054,2024-10-10
199,2.945,0.796,1.8561,2024-10-17
200,2.857,0.973,1.883,2024-10-24
201,2.711,0.798,1.8379,2024-10-31
202,2.783,0.738,1.7681,2024-11-08
203,2.71,0.89,1.8454,2024-11-15
204,2.641,0.896,1.8418,2024-11-22
205,2.839,0.78,1.8557,2024-11-29
206,2.79,0.813,1.9127,2024-12-06
207,2.894,0.983,1.9609,2024-12-13
208,2.853,0.854,1.9118,2024-12-20
209,2.792,0.993,1.912,2024-12-27
210,2.901,0.932,1.9287,2025-01-03
211,2.778,0.727,1.8984,2025-01-10
212,2.768,0.808,1.8777,2025-01-17
213,2.826,0.883,1.9249,2025-01-24
214,2.663,0.781,1.8648,2025-01-31
215,2.903,0.68,1.9579,2025-02-07
216,2.586,0.728,1.7661,2025-02-14
217,2.564,0.695,1.7331,2025-02-21
218,2.655,0.856,1.8008,2025-02-28
219,2.74,0.714,1.8634,2025-03-07
220,2.643,0.759,1.7433,2025-03-14
221,2.57,0.66,1.6618,2025-03-21
222,2.585,0.82,1.7202,2025-03-28
223,2.664,0.573,1.6173,2025-04-04
224,2.515,0.668,1.6785,2025-04-11
225,2.487,0.598,1.5968,2025-04-18
226,2.424,0.623,1.6199,2025-04-25
227,2.528,0.709,1.7589,2025-05-02
228,2.949,0.637,1.7198,2025-05-09
229,2.745,0.857,1.744,2025-05-16
230,2.525,0.725,1.7089,2025-05-23
231,2.697,0.972,1.9087,2025-05-30
232,2.587,0.999,1.7783,2025-06-06
233,2.963,0.799,1.8801,2025-06-13
234,2.767,0.628,1.7416,2025-06-20
235,2.904,0.838,1.9153,2025-06-27
236,3.304,0.777,1.9573,2025-07-04
237,2.932,0.831,1.9968,2025-07-11
238,3.045,0.912,2.0087,2025-07-18
239,2.994,0.858,1.9151,2025-07-25
240,3.489,0.894,2.0751,2025-08-01
241,3.088,1.199,2.1425,2025-08-08
242,3.621,0.917,2.1535,2025-08-15
243,3.686,1.561,2.5544,2025-08-22
244,4.058,1.392,2.5835,2025-08-29
245,3.535,1.378,2.3214,2025-09-05
246,3.883,1.205,2.3298,2025-09-12
247,3.53,1.377,2.3295,2025-09-19
248,2.921,1.037,2.0896,2025-09-26
249,2.858,0.844,1.9829,2025-10-03
250,2.781,1.009,2.0002,2025-10-10
251,2.69,0.953,1.894,2025-10-17
252,3.024,0.968,1.9548,2025-10-24
253,2.717,0.942,2.0019,2025-10-31
254,2.944,0.894,1.9619,2025-11-07
255,2.707,1.063,1.9385,2025-11-14
256,2.691,0.876,1.9258,2025-11-21
257,2.68,0.992,1.8934,2025-11-28
258,2.805,0.857,1.9807,2025-12-05
259,2.885,1.134,2.0057,2025-12-12
260,2.811,1.145,2.0095,2025-12-19
261,2.704,1.166,1.9819,2025-12-26
262,2.702,1.239,2.0326,2026-01-02
263,2.693,1.119,2.0193,2026-01-09
264,2.661,1.183,2.0097,2026-01-16
265,2.555,1.284,2.0012,2026-01-23
